desc, race, gender, face, hair style, icon
CELT FEMALE,8,1,5,2,315
CELT FEMALE,8,1,5,3,311
CELT FEMALE,8,1,5,4,315
CELT FEMALE,8,1,6,0,310
CELT FEMALE,8,1,6,1,314
CELT FEMALE,8,1,6,2,315
CELT FEMALE,8,1,6,3,311
CELT FEMALE,8,1,6,4,316
FIRBOLG MALE,9,0,0,0,288
FIRBOLG MALE,9,0,0,1,286
FIRBOLG MALE,9,0,0,2,290
FIRBOLG MALE,9,0,0,3,292
FIRBOLG MALE,9,0,0,4,287
FIRBOLG MALE,9,0,0,5,553
FIRBOLG MALE,9,0,0,6,291
FIRBOLG MALE,9,0,0,7,292
FIRBOLG MALE,9,0,1,0,288
FIRBOLG MALE,9,0,1,1,286
FIRBOLG MALE,9,0,1,2,290
FIRBOLG MALE,9,0,1,3,292
FIRBOLG MALE,9,0,1,4,287
FIRBOLG MALE,9,0,1,5,553
FIRBOLG MALE,9,0,1,6,291
FIRBOLG MALE,9,0,1,7,292
FIRBOLG MALE,9,0,2,0,288
FIRBOLG MALE,9,0,2,1,286
FIRBOLG MALE,9,0,2,2,290
FIRBOLG MALE,9,0,2,3,292
FIRBOLG MALE,9,0,2,4,287
FIRBOLG MALE,9,0,2,5,553
FIRBOLG MALE,9,0,2,6,291
FIRBOLG MALE,9,0,2,7,292
FIRBOLG MALE,9,0,3,0,288
FIRBOLG MALE,9,0,3,1,286
FIRBOLG MALE,9,0,3,2,290
FIRBOLG MALE,9,0,3,3,292
FIRBOLG MALE,9,0,3,4,287
FIRBOLG MALE,9,0,3,5,553
FIRBOLG MALE,9,0,3,6,291
FIRBOLG MALE,9,0,3,7,292
FIRBOLG MALE,9,0,4,0,288
FIRBOLG MALE,9,0,4,1,286
FIRBOLG MALE,9,0,4,2,290
FIRBOLG MALE,9,0,4,3,292
FIRBOLG MALE,9,0,4,4,287
FIRBOLG MALE,9,0,4,5,553
FIRBOLG MALE,9,0,4,6,291
FIRBOLG MALE,9,0,4,7,292
FIRBOLG MALE,9,0,5,0,288
FIRBOLG MALE,9,0,5,1,286
FIRBOLG MALE,9,0,5,2,290
FIRBOLG MALE,9,0,5,3,292
FIRBOLG MALE,9,0,5,4,287
FIRBOLG MALE,9,0,5,5,553
FIRBOLG MALE,9,0,5,6,291
FIRBOLG MALE,9,0,5,7,292
FIRBOLG MALE,9,0,6,0,288
FIRBOLG MALE,9,0,6,1,286
FIRBOLG MALE,9,0,6,2,290
FIRBOLG MALE,9,0,6,3,292
FIRBOLG MALE,9,0,6,4,287
FIRBOLG MALE,9,0,6,5,553
FIRBOLG MALE,9,0,6,6,291
FIRBOLG MALE,9,0,6,7,292
FIRBOLG FEMALE,9,1,1,0,294
FIRBOLG FEMALE,9,1,1,1,298
FIRBOLG FEMALE,9,1,1,2,299
FIRBOLG FEMALE,9,1,1,3,295
FIRBOLG FEMALE,9,1,2,0,294
FIRBOLG FEMALE,9,1,2,1,298
FIRBOLG FEMALE,9,1,2,2,299
FIRBOLG FEMALE,9,1,2,3,295
FIRBOLG FEMALE,9,1,3,0,294
FIRBOLG FEMALE,9,1,3,1,298
FIRBOLG FEMALE,9,1,3,2,299
FIRBOLG FEMALE,9,1,3,3,295
FIRBOLG FEMALE,9,1,4,0,294
FIRBOLG FEMALE,9,1,4,1,298
FIRBOLG FEMALE,9,1,4,2,299
FIRBOLG FEMALE,9,1,4,3,295
FIRBOLG FEMALE,9,1,5,0,294
FIRBOLG FEMALE,9,1,5,1,298
FIRBOLG FEMALE,9,1,5,2,299
FIRBOLG FEMALE,9,1,5,3,295
FIRBOLG FEMALE,9,1,5,0,294
FIRBOLG FEMALE,9,1,5,1,298
FIRBOLG FEMALE,9,1,5,2,299
FIRBOLG FEMALE,9,1,5,3,295
ELF MALE,10,0,0,0,338
ELF MALE,10,0,0,1,340
ELF MALE,10,0,0,2,334
ELF MALE,10,0,0,3,562
ELF MALE,10,0,1,0,338
ELF MALE,10,0,1,1,340
ELF MALE,10,0,1,2,334
ELF MALE,10,0,1,3,562
ELF MALE,10,0,2,0,338
ELF MALE,10,0,2,1,340
ELF MALE,10,0,2,2,334
ELF MALE,10,0,2,3,562
ELF MALE,10,0,3,0,338
ELF MALE,10,0,3,1,340
ELF MALE,10,0,3,2,334
ELF MALE,10,0,3,3,562
ELF MALE,10,0,4,0,338
ELF MALE,10,0,4,1,340
ELF MALE,10,0,4,2,334
ELF MALE,10,0,4,3,562
ELF MALE,10,0,5,0,338
ELF MALE,10,0,5,1,340
ELF MALE,10,0,5,2,334
ELF MALE,10,0,5,3,562
ELF MALE,10,0,6,0,338
ELF MALE,10,0,6,1,340
ELF MALE,10,0,6,2,334
ELF MALE,10,0,6,3,562
ELF FEMALE,10,1,0,0,565
ELF FEMALE,10,1,0,1,566
ELF FEMALE,10,1,0,2,563
ELF FEMALE,10,1,0,3,564
ELF FEMALE,10,1,1,0,565
ELF FEMALE,10,1,1,1,566
ELF FEMALE,10,1,1,2,563
ELF FEMALE,10,1,1,3,564
ELF FEMALE,10,1,2,0,565
ELF FEMALE,10,1,2,1,566
ELF FEMALE,10,1,2,2,563
ELF FEMALE,10,1,2,3,564
ELF FEMALE,10,1,3,0,565
ELF FEMALE,10,1,3,1,566
ELF FEMALE,10,1,3,2,563
ELF FEMALE,10,1,3,3,564
ELF FEMALE,10,1,4,0,565
ELF FEMALE,10,1,4,1,566
ELF FEMALE,10,1,4,2,563
ELF FEMALE,10,1,4,3,564
ELF FEMALE,10,1,5,0,565
ELF FEMALE,10,1,5,1,566
ELF FEMALE,10,1,5,2,563
ELF FEMALE,10,1,5,3,564
ELF FEMALE,10,1,6,0,565
ELF FEMALE,10,1,6,1,566
ELF FEMALE,10,1,6,2,563
ELF FEMALE,10,1,6,3,564
LURIKEEN MALE,11,0,0,0,544
LURIKEEN MALE,11,0,0,1,322
LURIKEEN MALE,11,0,0,2,321
LURIKEEN MALE,11,0,0,3,319
LURIKEEN MALE,11,0,0,4,546
LURIKEEN MALE,11,0,0,5,321
LURIKEEN MALE,11,0,0,6,325
LURIKEEN MALE,11,0,0,7,322
LURIKEEN MALE,11,0,1,0,544
LURIKEEN MALE,11,0,1,1,322
LURIKEEN MALE,11,0,1,2,321
LURIKEEN MALE,11,0,1,3,319
LURIKEEN MALE,11,0,1,4,544
LURIKEEN MALE,11,0,1,5,325
LURIKEEN MALE,11,0,1,6,321
LURIKEEN MALE,11,0,1,7,324
LURIKEEN MALE,11,0,2,0,544
LURIKEEN MALE,11,0,2,1,322
LURIKEEN MALE,11,0,2,2,321
LURIKEEN MALE,11,0,2,3,319
LURIKEEN MALE,11,0,2,4,546
LURIKEEN MALE,11,0,2,5,321
LURIKEEN MALE,11,0,2,6,325
LURIKEEN MALE,11,0,2,7,324
LURIKEEN MALE,11,0,3,0,544
LURIKEEN MALE,11,0,3,1,322
LURIKEEN MALE,11,0,3,2,321
LURIKEEN MALE,11,0,3,3,319
LURIKEEN MALE,11,0,3,4,544
LURIKEEN MALE,11,0,3,5,325
LURIKEEN MALE,11,0,3,6,321
LURIKEEN MALE,11,0,3,7,322
LURIKEEN MALE,11,0,4,0,544
LURIKEEN MALE,11,0,4,1,322
LURIKEEN MALE,11,0,4,2,321
LURIKEEN MALE,11,0,4,3,319
LURIKEEN MALE,11,0,4,4,546
LURIKEEN MALE,11,0,4,5,321
LURIKEEN MALE,11,0,4,6,325
LURIKEEN MALE,11,0,4,7,324
LURIKEEN MALE,11,0,5,0,544
LURIKEEN MALE,11,0,5,1,322
LURIKEEN MALE,11,0,5,2,321
LURIKEEN MALE,11,0,5,3,319
LURIKEEN MALE,11,0,5,4,544
LURIKEEN MALE,11,0,5,5,325
LURIKEEN MALE,11,0,5,6,321
LURIKEEN MALE,11,0,5,7,322
LURIKEEN MALE,11,0,6,0,544
LURIKEEN MALE,11,0,6,1,322
LURIKEEN MALE,11,0,6,2,321
LURIKEEN MALE,11,0,6,3,325
LURIKEEN MALE,11,0,6,4,546
LURIKEEN MALE,11,0,6,5,321
LURIKEEN MALE,11,0,6,6,319
LURIKEEN MALE,11,0,6,7,324
LURIKEEN FEMALE,11,1,0,0,330
LURIKEEN FEMALE,11,1,0,1,331
LURIKEEN FEMALE,11,1,0,2,332
LURIKEEN FEMALE,11,1,0,3,326
LURIKEEN FEMALE,11,1,1,0,330
LURIKEEN FEMALE,11,1,1,1,331
LURIKEEN FEMALE,11,1,1,2,332
LURIKEEN FEMALE,11,1,1,3,326
LURIKEEN FEMALE,11,1,2,0,330
LURIKEEN FEMALE,11,1,2,1,331
LURIKEEN FEMALE,11,1,2,2,332
LURIKEEN FEMALE,11,1,2,3,326
LURIKEEN FEMALE,11,1,3,0,330
LURIKEEN FEMALE,11,1,3,1,331
LURIKEEN FEMALE,11,1,3,2,332
LURIKEEN FEMALE,11,1,3,3,326
LURIKEEN FEMALE,11,1,4,0,330
LURIKEEN FEMALE,11,1,4,1,331
LURIKEEN FEMALE,11,1,4,2,332
LURIKEEN FEMALE,11,1,4,3,326
LURIKEEN FEMALE,11,1,5,0,330
LURIKEEN FEMALE,11,1,5,1,331
LURIKEEN FEMALE,11,1,5,2,332
LURIKEEN FEMALE,11,1,5,3,326
LURIKEEN FEMALE,11,1,6,0,330
LURIKEEN FEMALE,11,1,6,1,331
LURIKEEN FEMALE,11,1,6,2,332
LURIKEEN FEMALE,11,1,6,3,326
INCONNU MALE,12,0,0,0,716
INCONNU MALE,12,0,0,1,717
INCONNU MALE,12,0,0,2,718
INCONNU MALE,12,0,0,3,719
INCONNU MALE,12,0,0,4,716
INCONNU MALE,12,0,0,5,718
INCONNU MALE,12,0,0,6,718
INCONNU MALE,12,0,0,7,718
INCONNU MALE,12,0,1,0,716
INCONNU MALE,12,0,1,1,717
INCONNU MALE,12,0,1,2,718
INCONNU MALE,12,0,1,3,719
INCONNU MALE,12,0,1,4,720
INCONNU MALE,12,0,1,5,718
INCONNU MALE,12,0,1,6,718
INCONNU MALE,12,0,1,7,718
INCONNU MALE,12,0,2,0,716
INCONNU MALE,12,0,2,1,717
INCONNU MALE,12,0,2,2,718
INCONNU MALE,12,0,2,3,719
INCONNU MALE,12,0,2,4,806
INCONNU MALE,12,0,2,5,718
INCONNU MALE,12,0,2,6,718
INCONNU MALE,12,0,2,7,718
INCONNU MALE,12,0,3,0,716
INCONNU MALE,12,0,3,1,717
INCONNU MALE,12,0,3,2,718
INCONNU MALE,12,0,3,3,719
INCONNU MALE,12,0,3,4,721
INCONNU MALE,12,0,3,5,718
INCONNU MALE,12,0,3,6,718
INCONNU MALE,12,0,3,7,718
INCONNU MALE,12,0,4,0,716
INCONNU MALE,12,0,4,1,717
INCONNU MALE,12,0,4,2,718
INCONNU MALE,12,0,4,3,719
INCONNU MALE,12,0,4,4,717
INCONNU MALE,12,0,4,5,718
INCONNU MALE,12,0,4,6,718
INCONNU MALE,12,0,4,7,718
INCONNU MALE,12,0,5,0,716
INCONNU MALE,12,0,5,1,717
INCONNU MALE,12,0,5,2,718
INCONNU MALE,12,0,5,3,719
INCONNU MALE,12,0,5,4,805
INCONNU MALE,12,0,5,5,718
INCONNU MALE,12,0,5,6,718
INCONNU MALE,12,0,5,7,718
INCONNU MALE,12,0,6,0,716
INCONNU MALE,12,0,6,1,717
INCONNU MALE,12,0,6,2,718
INCONNU MALE,12,0,6,3,719
INCONNU MALE,12,0,6,4,716
INCONNU MALE,12,0,6,5,718
INCONNU MALE,12,0,6,6,718
INCONNU MALE,12,0,6,7,718
INCONNU FEMALE,12,1,0,0,724
INCONNU FEMALE,12,1,0,1,726
INCONNU FEMALE,12,1,0,2,725
INCONNU FEMALE,12,1,0,3,727
INCONNU FEMALE,12,1,0,4,727
INCONNU FEMALE,12,1,1,0,724
INCONNU FEMALE,12,1,1,1,726
INCONNU FEMALE,12,1,1,2,725
INCONNU FEMALE,12,1,1,3,727
INCONNU FEMALE,12,1,1,4,728
INCONNU FEMALE,12,1,2,0,724
INCONNU FEMALE,12,1,2,1,726
INCONNU FEMALE,12,1,2,2,725
INCONNU FEMALE,12,1,2,3,727
INCONNU FEMALE,12,1,2,4,728
INCONNU FEMALE,12,1,3,0,724
INCONNU FEMALE,12,1,3,1,726
INCONNU FEMALE,12,1,3,2,725
INCONNU FEMALE,12,1,3,3,727
INCONNU FEMALE,12,1,3,4,728
INCONNU FEMALE,12,1,4,0,724
INCONNU FEMALE,12,1,4,1,726
INCONNU FEMALE,12,1,4,2,725
INCONNU FEMALE,12,1,4,3,727
INCONNU FEMALE,12,1,4,4,728
INCONNU FEMALE,12,1,5,0,724
INCONNU FEMALE,12,1,5,1,726
INCONNU FEMALE,12,1,5,2,725
INCONNU FEMALE,12,1,5,3,727
INCONNU FEMALE,12,1,5,4,728
INCONNU FEMALE,12,1,6,0,724
INCONNU FEMALE,12,1,6,1,726
INCONNU FEMALE,12,1,6,2,725
INCONNU FEMALE,12,1,6,3,727
INCONNU FEMALE,12,1,6,4,728
VALKYN MALE,13,0,0,0,777
VALKYN MALE,13,0,0,1,773
VALKYN MALE,13,0,0,2,779
VALKYN MALE,13,0,0,3,774
VALKYN MALE,13,0,1,0,777
VALKYN MALE,13,0,1,1,773
VALKYN MALE,13,0,1,2,779
VALKYN MALE,13,0,1,3,774
VALKYN MALE,13,0,2,0,777
VALKYN MALE,13,0,2,1,773
VALKYN MALE,13,0,2,2,779
VALKYN MALE,13,0,2,3,774
VALKYN MALE,13,0,3,0,777
VALKYN MALE,13,0,3,1,773
VALKYN MALE,13,0,3,2,779
VALKYN MALE,13,0,3,3,774
VALKYN MALE,13,0,4,0,777
VALKYN MALE,13,0,4,1,773
VALKYN MALE,13,0,4,2,779
VALKYN MALE,13,0,4,3,774
VALKYN MALE,13,0,5,0,777
VALKYN MALE,13,0,5,1,773
VALKYN MALE,13,0,5,2,779
VALKYN MALE,13,0,5,3,774
VALKYN MALE,13,0,6,0,779
VALKYN MALE,13,0,6,1,773
VALKYN MALE,13,0,6,2,779
VALKYN MALE,13,0,6,3,774
VALKYN FEMALE,13,1,0,0,782
VALKYN FEMALE,13,1,0,1,783
VALKYN FEMALE,13,1,0,2,836
VALKYN FEMALE,13,1,0,3,784
VALKYN FEMALE,13,1,1,0,782
VALKYN FEMALE,13,1,1,1,783
VALKYN FEMALE,13,1,1,2,836
VALKYN FEMALE,13,1,1,3,784
VALKYN FEMALE,13,1,2,0,782
VALKYN FEMALE,13,1,2,1,783
VALKYN FEMALE,13,1,2,2,836
VALKYN FEMALE,13,1,2,3,784
VALKYN FEMALE,13,1,3,0,782
VALKYN FEMALE,13,1,3,1,783
VALKYN FEMALE,13,1,3,2,836
VALKYN FEMALE,13,1,3,3,784
VALKYN FEMALE,13,1,4,0,782
VALKYN FEMALE,13,1,4,1,783
VALKYN FEMALE,13,1,4,2,836
VALKYN FEMALE,13,1,4,3,784
VALKYN FEMALE,13,1,5,0,782
VALKYN FEMALE,13,1,5,1,783
VALKYN FEMALE,13,1,5,2,836
VALKYN FEMALE,13,1,5,3,784
VALKYN FEMALE,13,1,6,0,785
VALKYN FEMALE,13,1,6,1,783
VALKYN FEMALE,13,1,6,2,787
VALKYN FEMALE,13,1,6,3,783
SYLVAN MALE,14,0,0,0,700
SYLVAN MALE,14,0,0,1,702
SYLVAN MALE,14,0,0,2,703
SYLVAN MALE,14,0,0,3,706
SYLVAN MALE,14,0,1,0,700
SYLVAN MALE,14,0,1,1,702
SYLVAN MALE,14,0,1,2,703
SYLVAN MALE,14,0,1,3,706
SYLVAN MALE,14,0,2,0,700
SYLVAN MALE,14,0,2,1,702
SYLVAN MALE,14,0,2,2,703
SYLVAN MALE,14,0,2,3,706
SYLVAN MALE,14,0,3,0,700
SYLVAN MALE,14,0,3,1,702
SYLVAN MALE,14,0,3,2,703
SYLVAN MALE,14,0,3,3,706
SYLVAN MALE,14,0,4,0,700
SYLVAN MALE,14,0,4,1,702
SYLVAN MALE,14,0,4,2,703
SYLVAN MALE,14,0,4,3,706
SYLVAN MALE,14,0,5,0,700
SYLVAN MALE,14,0,5,1,702
SYLVAN MALE,14,0,5,2,703
SYLVAN MALE,14,0,5,3,706
SYLVAN MALE,14,0,6,0,700
SYLVAN MALE,14,0,6,1,702
SYLVAN MALE,14,0,6,2,703
SYLVAN MALE,14,0,6,3,706
SYLVAN FEMALE,14,1,0,0,714
SYLVAN FEMALE,14,1,0,1,855
SYLVAN FEMALE,14,1,0,2,708
SYLVAN FEMALE,14,1,0,3,853
SYLVAN FEMALE,14,1,1,0,714
SYLVAN FEMALE,14,1,1,1,855
SYLVAN FEMALE,14,1,1,2,708
SYLVAN FEMALE,14,1,1,3,853
SYLVAN FEMALE,14,1,2,0,714
SYLVAN FEMALE,14,1,2,1,855
SYLVAN FEMALE,14,1,2,2,708
SYLVAN FEMALE,14,1,2,3,853
SYLVAN FEMALE,14,1,3,0,714
SYLVAN FEMALE,14,1,3,1,855
SYLVAN FEMALE,14,1,3,2,708
SYLVAN FEMALE,14,1,3,3,853
SYLVAN FEMALE,14,1,4,0,714
SYLVAN FEMALE,14,1,4,1,855
SYLVAN FEMALE,14,1,4,2,708
SYLVAN FEMALE,14,1,4,3,853
SYLVAN FEMALE,14,1,5,0,714
SYLVAN FEMALE,14,1,5,1,855
SYLVAN FEMALE,14,1,5,2,708
SYLVAN FEMALE,14,1,5,3,853
SYLVAN FEMALE,14,1,6,0,714
SYLVAN FEMALE,14,1,6,1,855
SYLVAN FEMALE,14,1,6,2,708
SYLVAN FEMALE,14,1,6,3,853
HALF_OGRE MALE,15,0,0,0,1012
HALF_OGRE MALE,15,0,0,1,1008
HALF_OGRE MALE,15,0,0,2,1014
HALF_OGRE MALE,15,0,0,3,1018
HALF_OGRE MALE,15,0,0,4,1011
HALF_OGRE MALE,15,0,0,5,1010
HALF_OGRE MALE,15,0,0,6,1009
HALF_OGRE MALE,15,0,1,0,1012
HALF_OGRE MALE,15,0,1,1,1008
HALF_OGRE MALE,15,0,1,2,1014
HALF_OGRE MALE,15,0,1,3,1018
HALF_OGRE MALE,15,0,1,4,1011
HALF_OGRE MALE,15,0,1,5,1010
HALF_OGRE MALE,15,0,1,6,1009
HALF_OGRE MALE,15,0,2,0,1012
HALF_OGRE MALE,15,0,2,1,1008
HALF_OGRE MALE,15,0,2,2,1014
HALF_OGRE MALE,15,0,2,3,1018
HALF_OGRE MALE,15,0,2,4,1011
HALF_OGRE MALE,15,0,2,5,1010
HALF_OGRE MALE,15,0,2,6,1009
HALF_OGRE MALE,15,0,3,0,1012
HALF_OGRE MALE,15,0,3,1,1008
HALF_OGRE MALE,15,0,3,2,1014
HALF_OGRE MALE,15,0,3,3,1018
HALF_OGRE MALE,15,0,3,4,1011
HALF_OGRE MALE,15,0,3,5,1010
HALF_OGRE MALE,15,0,3,6,1009
HALF_OGRE MALE,15,0,4,0,1012
HALF_OGRE MALE,15,0,4,1,1008
HALF_OGRE MALE,15,0,4,2,1014
HALF_OGRE MALE,15,0,4,3,1018
HALF_OGRE MALE,15,0,4,4,1011
HALF_OGRE MALE,15,0,4,5,1010
HALF_OGRE MALE,15,0,4,6,1009
HALF_OGRE MALE,15,0,5,0,1012
HALF_OGRE MALE,15,0,5,1,1008
HALF_OGRE MALE,15,0,5,2,1014
HALF_OGRE MALE,15,0,5,3,1018
HALF_OGRE MALE,15,0,5,4,1011
HALF_OGRE MALE,15,0,5,5,1010
HALF_OGRE MALE,15,0,5,6,1009
HALF_OGRE MALE,15,0,6,0,1012
HALF_OGRE MALE,15,0,6,1,1008
HALF_OGRE MALE,15,0,6,2,1014
HALF_OGRE MALE,15,0,6,3,1018
HALF_OGRE MALE,15,0,6,4,1011
HALF_OGRE MALE,15,0,6,5,1010
HALF_OGRE MALE,15,0,6,6,1009
HALF_OGRE FEMALE,15,1,0,0,1020
HALF_OGRE FEMALE,15,1,0,1,1022
HALF_OGRE FEMALE,15,1,0,2,1024
HALF_OGRE FEMALE,15,1,0,3,1025
HALF_OGRE FEMALE,15,1,1,0,1020
HALF_OGRE FEMALE,15,1,1,1,1022
HALF_OGRE FEMALE,15,1,1,2,1024
HALF_OGRE FEMALE,15,1,1,3,1025
HALF_OGRE FEMALE,15,1,2,0,1020
HALF_OGRE FEMALE,15,1,2,1,1022
HALF_OGRE FEMALE,15,1,2,2,1024
HALF_OGRE FEMALE,15,1,2,3,1025
HALF_OGRE FEMALE,15,1,3,0,1020
HALF_OGRE FEMALE,15,1,3,1,1022
HALF_OGRE FEMALE,15,1,3,2,1024
HALF_OGRE FEMALE,15,1,3,3,1025
HALF_OGRE FEMALE,15,1,4,0,1020
HALF_OGRE FEMALE,15,1,4,1,1022
HALF_OGRE FEMALE,15,1,4,2,1024
HALF_OGRE FEMALE,15,1,4,3,1025
HALF_OGRE FEMALE,15,1,5,0,1020
HALF_OGRE FEMALE,15,1,5,1,1022
HALF_OGRE FEMALE,15,1,5,2,1024
HALF_OGRE FEMALE,15,1,5,3,1025
HALF_OGRE FEMALE,15,1,6,0,1020
HALF_OGRE FEMALE,15,1,6,1,1022
HALF_OGRE FEMALE,15,1,6,2,1024
HALF_OGRE FEMALE,15,1,6,3,1025
FROSTALF MALE,16,0,0,0,1061
FROSTALF MALE,16,0,0,1,1055
FROSTALF MALE,16,0,0,2,1053
FROSTALF MALE,16,0,0,3,1056
FROSTALF MALE,16,0,1,0,1061
FROSTALF MALE,16,0,1,1,1055
FROSTALF MALE,16,0,1,2,1053
FROSTALF MALE,16,0,1,3,1056
FROSTALF MALE,16,0,2,0,1061
FROSTALF MALE,16,0,2,1,1055
FROSTALF MALE,16,0,2,2,1053
FROSTALF MALE,16,0,2,3,1056
FROSTALF MALE,16,0,3,0,1061
FROSTALF MALE,16,0,3,1,1055
FROSTALF MALE,16,0,3,2,1053
FROSTALF MALE,16,0,3,3,1056
FROSTALF MALE,16,0,4,0,1061
FROSTALF MALE,16,0,4,1,1055
FROSTALF MALE,16,0,4,2,1053
FROSTALF MALE,16,0,4,3,1056
FROSTALF MALE,16,0,5,0,1061
FROSTALF MALE,16,0,5,1,1055
FROSTALF MALE,16,0,5,2,1053
FROSTALF MALE,16,0,5,3,1056
FROSTALF MALE,16,0,6,0,1058
FROSTALF MALE,16,0,6,1,1055
FROSTALF MALE,16,0,6,2,1055
FROSTALF MALE,16,0,6,3,1055
FROSTALF FEMALE,16,1,0,0,1072
FROSTALF FEMALE,16,1,0,1,1071
FROSTALF FEMALE,16,1,0,2,1073
FROSTALF FEMALE,16,1,0,3,1063
FROSTALF FEMALE,16,1,1,0,1072
FROSTALF FEMALE,16,1,1,1,1071
FROSTALF FEMALE,16,1,1,2,1073
FROSTALF FEMALE,16,1,1,3,1063
FROSTALF FEMALE,16,1,2,0,1072
FROSTALF FEMALE,16,1,2,1,1071
FROSTALF FEMALE,16,1,2,2,1073
FROSTALF FEMALE,16,1,2,3,1063
FROSTALF FEMALE,16,1,3,0,1072
FROSTALF FEMALE,16,1,3,1,1071
FROSTALF FEMALE,16,1,3,2,1073
FROSTALF FEMALE,16,1,3,3,1063
FROSTALF FEMALE,16,1,4,0,1072
FROSTALF FEMALE,16,1,4,1,1071
FROSTALF FEMALE,16,1,4,2,1073
FROSTALF FEMALE,16,1,4,3,1063
FROSTALF FEMALE,16,1,5,0,1072
FROSTALF FEMALE,16,1,5,1,1071
FROSTALF FEMALE,16,1,5,2,1073
FROSTALF FEMALE,16,1,5,3,1063
FROSTALF FEMALE,16,1,6,0,1072
FROSTALF FEMALE,16,1,6,1,1063
FROSTALF FEMALE,16,1,6,2,1065
FROSTALF FEMALE,16,1,6,3,1065
SHAR MALE,17,0,0,0,1079
SHAR MALE,17,0,0,1,1086
SHAR MALE,17,0,0,2,1077
SHAR MALE,17,0,0,3,1084
SHAR MALE,17,0,0,4,1081
SHAR MALE,17,0,1,0,1079
SHAR MALE,17,0,1,1,1086
SHAR MALE,17,0,1,2,1077
SHAR MALE,17,0,1,3,1084
SHAR MALE,17,0,1,4,1082
SHAR MALE,17,0,2,0,1079
SHAR MALE,17,0,2,1,1086
SHAR MALE,17,0,2,2,1077
SHAR MALE,17,0,2,3,1084
SHAR MALE,17,0,2,4,1077
SHAR MALE,17,0,3,0,1079
SHAR MALE,17,0,3,1,1086
SHAR MALE,17,0,3,2,1077
SHAR MALE,17,0,3,3,1084
SHAR MALE,17,0,3,4,1078
SHAR MALE,17,0,4,0,1079
SHAR MALE,17,0,4,1,1086
SHAR MALE,17,0,4,2,1077
SHAR MALE,17,0,4,3,1084
SHAR MALE,17,0,4,4,1082
SHAR MALE,17,0,5,0,1079
SHAR MALE,17,0,5,1,1086
SHAR MALE,17,0,5,2,1077
SHAR MALE,17,0,5,3,1084
SHAR MALE,17,0,5,4,1085
SHAR MALE,17,0,6,0,1079
SHAR MALE,17,0,6,1,1086
SHAR MALE,17,0,6,2,1077
SHAR MALE,17,0,6,3,1084
SHAR MALE,17,0,6,4,1085
SHAR FEMALE,17,1,0,0,1096
SHAR FEMALE,17,1,0,1,1089
SHAR FEMALE,17,1,0,2,1087
SHAR FEMALE,17,1,0,3,1095
SHAR FEMALE,17,1,1,0,1096
SHAR FEMALE,17,1,1,1,1089
SHAR FEMALE,17,1,1,2,1087
SHAR FEMALE,17,1,1,3,1095
SHAR FEMALE,17,1,2,0,1096
SHAR FEMALE,17,1,2,1,1089
SHAR FEMALE,17,1,2,2,1087
SHAR FEMALE,17,1,2,3,1095
SHAR FEMALE,17,1,3,0,1096
SHAR FEMALE,17,1,3,1,1089
SHAR FEMALE,17,1,3,2,1087
SHAR FEMALE,17,1,3,3,1095
SHAR FEMALE,17,1,4,0,1096
SHAR FEMALE,17,1,4,1,1089
SHAR FEMALE,17,1,4,2,1087
SHAR FEMALE,17,1,4,3,1095
SHAR FEMALE,17,1,5,0,1096
SHAR FEMALE,17,1,5,1,1089
SHAR FEMALE,17,1,5,2,1087
SHAR FEMALE,17,1,5,3,1095
SHAR FEMALE,17,1,6,0,1096
SHAR FEMALE,17,1,6,1,1089
SHAR FEMALE,17,1,6,2,1087
SHAR FEMALE,17,1,6,3,1095
