Spell,Spell (level),Spell,Caster,Caster,Caster,Caster,Caster,Caster,Caster,Projectile,Target,Buildup,Pulse,Sound,Radius,Resist,Projectile,Play,Focus,Remove
2755,Scatter Zeal,1322,35,36,37,160,161,0,0,0,296,0,0,2,0,332,,,,
2756,Diffuse Zeal,1322,35,36,37,160,161,0,0,0,296,0,0,2,0,332,,,,
2757,Disperse Zeal,1323,35,36,37,160,161,0,0,0,296,0,0,2,0,332,,,,
2758,Dissipate Zeal,1324,35,36,37,160,161,0,0,0,296,0,0,2,0,332,,,,
2761,Weaken Strength,315,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2762,Attenuate Strength,315,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2763,Undermine Strength,316,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2764,Enfeeble Strength,316,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2765,Impair Strength,317,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2766,Debilitate Strength,318,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2767,Emasculate Strength,319,35,36,37,160,161,0,0,0,129,0,0,2,129,332,,,,
2771,Cripple Spirit,1330,32,33,34,160,161,0,0,0,86,0,0,27,0,332,,,,
2772,Hold Spirit,1330,32,33,34,160,161,0,0,0,86,0,0,27,0,332,,,,
2773,Pin Spirit,1331,32,33,34,160,161,0,0,0,86,0,0,27,0,332,,,,
2774,Lock Spirit,1331,32,33,34,160,161,0,0,0,86,0,0,27,0,332,,,,
2775,Immobilize Spirit,1332,32,33,34,160,161,0,0,0,86,0,0,27,0,332,,,,
2776,Disable Spirit,1332,32,33,34,160,161,0,0,0,87,0,0,27,0,332,,,,
2777,Paralyze Spirit,1333,32,33,34,160,161,0,0,0,87,0,0,27,0,332,,,,
2778,Petrify Spirit,1334,32,33,34,160,161,0,0,0,87,0,0,27,0,332,,,,
2781,Spirit Flow,1145,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2782,Spirit Wave,1145,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2783,Spirit Flux,1146,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2784,Spirit Fount,1146,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2785,Spirit Flood,1147,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2786,Spirit Surge,1148,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2787,Spirit Confluence,1149,32,33,34,160,161,0,0,0,178,0,0,8,0,332,,,,
2791,Soul Dissipation,970,47,48,49,160,161,284,275,0,88,0,0,21,88,332,,,,
2792,Soul Dispersal,970,47,48,49,160,161,284,275,0,88,0,0,21,88,332,,,,
2793,Soul Blast,971,47,48,49,160,161,284,275,0,88,0,0,21,88,332,,,,
2794,Soul Explosion,971,47,48,49,160,161,284,275,0,88,0,0,21,88,332,,,,
2795,Soul Banish,972,47,48,49,160,161,284,276,0,88,0,0,21,88,332,,,,
2796,Soul Destruction,973,47,48,49,160,161,284,276,0,88,0,0,21,88,332,,,,
2797,Soul Annihilation,974,47,48,49,160,161,284,276,0,88,0,0,21,88,332,,,,
2798,Spirit Purge,1279,32,33,34,160,161,0,0,0,308,0,0,8,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;2800,Summoning,,,,,,,,,,,,,,,,,,,
2801,Summon Spirit Fighter,1475,38,39,40,160,161,0,0,0,286,0,0,2,0,332,,,,
2802,Summon Spirit Soldier,1476,38,39,40,160,161,0,0,0,286,0,0,2,0,332,,,,
2803,Summon Spirit Swordsman,1477,38,39,40,160,161,0,0,0,286,0,0,2,0,332,,,,
2804,Summon Spirit Warrior,1478,38,39,40,160,161,0,0,0,286,0,0,2,0,332,,,,
2805,Summon Spirit Champion,1479,38,39,40,160,161,0,0,0,286,0,0,2,0,332,,,,
2811,Renew Spirit,1185,32,33,34,160,161,0,0,0,178,0,0,2,0,332,,,,
2812,Recover Spirit,1185,32,33,34,160,161,0,0,0,178,0,0,2,0,332,,,,
2813,Refresh Spirit,1186,32,33,34,160,161,0,0,0,178,0,0,2,0,332,,,,
2814,Reconstitute Spirit,1186,32,33,34,160,161,0,0,0,179,0,0,2,0,332,,,,
2815,Replenish Spirit,1187,32,33,34,160,161,0,0,0,179,0,0,2,0,332,,,,
2816,Rejuvenate Spirit,1187,32,33,34,160,161,0,0,0,179,0,0,2,0,332,,,,
2817,Restore Spirit,1188,32,33,34,160,161,0,0,0,179,0,0,2,0,332,,,,
2818,Regenerate Spirit,1189,32,33,34,160,161,0,0,0,179,0,0,2,0,332,,,,
2821,Protecting Spirit,1410,32,33,34,160,161,0,0,0,35,0,0,9,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;2850,Spirit Enhancement,,,,,,,,,,,,,,,,,,,
2851,Spirit's Revenge,1105,35,36,37,160,161,0,0,0,154,0,0,13,0,332,,,,
2852,Spirit's Vengeance,1105,35,36,37,160,161,0,0,0,154,0,0,13,0,332,,,,
2853,Spirit's Retaliation,1106,35,36,37,160,161,0,0,0,154,0,0,13,0,332,,,,
2854,Spirit's Vendetta,1106,35,36,37,160,161,0,0,0,154,0,0,13,0,332,,,,
2855,Spirit's Reckoning,1107,35,36,37,160,161,0,0,0,284,0,0,13,0,332,,,,
2856,Spirit's Retribution,1107,35,36,37,160,161,0,0,0,284,0,0,13,0,332,,,,
2857,Spirit's Vindication,1108,35,36,37,160,161,0,0,0,284,0,0,13,0,332,,,,
2858,Spirit's Justification,1109,35,36,37,160,161,0,0,0,284,0,0,13,0,332,,,,
2859,Vigor of Valhalla,1180,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2860,Strength of Valhalla,1180,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2861,Zest of Valhalla,1181,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2862,Energy of Valhalla,1181,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2863,Vitality of Valhalla,1182,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2864,Might of Valhalla,1183,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2865,Force of Valhalla,1184,32,33,34,160,161,0,0,0,137,0,0,10,0,332,,,,
2866,Valkyrie's Agility,1190,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2867,Valkyrie's Nimbleness,1190,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2868,Valkyrie's Quickness,1191,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2869,Valkyrie's Vivacity,1191,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2870,Valkyrie's Spirit,1192,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2871,Valkyrie's Vigilance,1192,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2872,Valkyrie's Haste,1193,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2873,Valkyrie's Alacrity,1194,32,33,34,160,161,0,0,0,16,0,0,2,0,332,,,,
2874,Gift of the Fallen,1400,35,36,37,160,161,0,0,0,286,272,0,9,0,332,,,,
2875,Blessing of the Fallen,1400,35,36,37,160,161,0,0,0,286,272,0,9,0,332,,,,
2876,Boon of the Fallen,1401,35,36,37,160,161,0,0,0,286,272,0,9,0,332,,,,
2877,Benison of the Fallen,1402,35,36,37,160,161,0,0,0,283,272,0,9,0,332,,,,
2878,Imbuement of the Fallen,1403,35,36,37,160,161,0,0,0,283,272,0,9,0,332,,,,
2879,Infusion of the Fallen,1404,35,36,37,160,161,0,0,0,283,272,0,9,0,332,,,,
2880,Restore Spirit,1018,38,39,40,1,2,0,0,0,15,0,0,8,0,332,,,,
2881,Tenacious Warrior Spirit,2178,35,36,37,160,161,0,0,0,289,272,0,9,0,332,,,,
2882,Indomitable Warrior Spirit,2179,35,36,37,160,161,0,0,0,301,272,0,9,0,332,,,,
2883,Spirit of Melee,2170,32,33,34,160,161,0,0,0,18,0,0,2,0,332,,,,
2884,Spirit of Attack,2171,32,33,34,160,161,0,0,0,18,313,0,2,0,332,,,,
2885,Spirit of Combat,2172,32,33,34,160,161,0,0,0,18,313,0,2,0,332,,,,
2886,Spirit of Battle,2172,32,33,34,160,161,0,0,0,18,314,0,2,0,332,,,,
2887,Spirit of War,2173,32,33,34,160,161,0,0,0,18,314,0,2,0,332,,,,
2888,Spirit of Strife,2174,32,33,34,160,161,0,0,0,18,315,0,2,0,332,,,,
2889,Hinder Prey,2182,44,45,46,160,161,0,0,0,19,0,0,9,0,332,,,,
2890,Snaring Blow,2183,44,45,46,160,161,0,0,0,20,272,0,9,0,332,,,,
2891,Hunter's Trap,2184,44,45,46,160,161,0,0,0,20,272,0,9,0,332,,,,
2892,Hinder Prey,2182,0,0,0,0,0,0,0,0,84,272,0,27,0,332,,,,
2893,Snaring Blow,2183,0,0,0,0,0,0,0,0,228,0,0,27,0,332,,,,
2894,Hunter's Trap,2184,0,0,0,0,0,0,0,0,296,0,0,27,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;2900,Runecarving,,,,,,,,,,,,,,,,,,,
2901,Simple Runebolt,1335,16,17,18,160,161,0,0,157,256,0,0,12,0,332,,,,
2902,Minor Runebolt,1335,16,17,18,160,161,0,0,157,256,0,0,12,0,332,,,,
2903,Lesser Runebolt,1335,16,17,18,160,161,0,0,157,256,0,0,12,0,332,,,,
2904,Runebolt,1336,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2905,Major Runebolt,1336,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2906,Greater Runebolt,1337,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2907,Superior Runebolt,1337,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2908,Supreme Runebolt,1338,16,17,18,160,161,0,0,157,258,0,0,12,0,332,,,,
2909,Sovereign Runebolt,1339,16,17,18,160,161,0,0,157,258,0,0,12,0,332,,,,
2911,Token of Destruction,1340,44,45,46,160,161,0,0,0,114,0,0,12,0,332,,,,
2912,Stamp of Destruction,1340,44,45,46,160,161,0,0,0,163,0,0,12,0,332,,,,
2913,Note of Destruction,1341,44,45,46,160,161,0,0,0,164,0,0,12,0,332,,,,
2914,Mark of Destruction,1341,44,45,46,160,161,0,0,0,115,0,0,12,0,332,,,,
2915,Insignia of Destruction,1342,44,45,46,160,161,0,0,0,115,264,0,12,0,332,,,,
2916,Symbol of Destruction,1342,44,45,46,160,161,0,0,0,116,81,0,12,0,332,,,,
2917,Seal of Destruction,1343,44,45,46,160,161,0,0,0,165,0,0,12,0,332,,,,
2918,Signet of Destruction,1343,44,45,46,160,161,0,0,0,166,0,0,12,0,332,,,,
2919,Rune of Destruction,1344,44,45,46,160,161,0,0,0,167,0,0,12,0,332,,,,
2921,Token of Movement,320,47,48,49,160,161,0,0,0,173,0,0,15,0,332,,,,
2922,Mark of Movement,321,47,48,49,160,161,0,0,0,173,0,0,15,0,332,,,,
2923,Symbol of Movement,322,47,48,49,160,161,0,0,0,173,0,0,15,0,332,,,,
2924,Seal of Movement,323,47,48,49,160,161,0,0,0,173,0,0,15,0,332,,,,
2925,Rune of Movement,324,47,48,49,160,161,0,0,0,173,0,0,15,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;2950,Runes of Destruction,,,,,,,,,,,,,,,,,,,
2951,Odin's Ire,970,47,48,49,160,161,0,0,0,0,144,0,6,163,332,,,,
2952,Odin's Grudge,970,47,48,49,160,161,0,0,0,0,144,0,6,114,332,,,,
2953,Odin's Anger,971,47,48,49,160,161,0,0,0,0,144,0,6,114,332,,,,
2954,Odin's Rage,971,47,48,49,160,161,0,0,0,0,144,0,6,115,332,,,,
2955,Odin's Frenzy,972,47,48,49,160,161,0,0,0,0,144,0,6,115,332,,,,
2956,Odin's Wrath,972,38,39,40,160,161,0,0,0,0,144,0,22,116,332,,,,
2957,Odin's Vengeance,973,38,39,40,160,161,0,0,0,0,144,0,22,116,332,,,,
2958,Odin's Hatred,974,38,39,40,160,161,0,0,0,0,144,0,22,264,332,,,,
2961,Lesser Sigil of Ruin,1345,16,17,18,160,161,0,0,157,256,0,0,12,0,332,,,,
2962,Sigil of Ruin,1345,16,17,18,160,161,0,0,157,256,0,0,12,0,332,,,,
2963,Lesser Sigil of Havoc,1345,16,17,18,160,161,0,0,157,256,0,0,12,0,332,,,,
2964,Sigil of Havoc,1346,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2965,Lesser Sigil of Destruction,1346,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2966,Sigil of Destruction,1347,16,17,18,160,161,0,0,157,257,0,0,12,0,332,,,,
2967,Lesser Sigil of Devastation,1347,16,17,18,160,161,0,0,157,258,0,0,12,0,332,,,,
2968,Sigil of Devastation,1348,16,17,18,160,161,0,0,157,258,0,0,12,0,332,,,,
2969,Lesser Sigil of Undoing,1348,16,17,18,160,161,0,0,157,259,0,0,12,0,332,,,,
2970,Sigil of Undoing,1349,16,17,18,160,161,0,0,157,259,0,0,12,0,332,,,,
2971,Vex of Heat,1217,35,36,37,160,161,0,0,0,163,0,0,6,0,332,,,,
2972,Vex of Fire,1218,35,36,37,160,161,0,0,0,164,0,0,6,0,332,,,,
2973,Vex of Flames,1219,35,36,37,160,161,0,0,0,264,0,0,6,0,332,,,,
2974,Vex of Cold,1482,35,36,37,160,161,0,0,0,91,0,0,20,0,332,,,,
2975,Vex of Frost,1483,35,36,37,160,161,0,0,0,92,0,0,20,0,332,,,,
2976,Vex of Ice,1484,35,36,37,160,161,0,0,0,93,0,0,20,0,332,,,,
2977,Vex of Soil,1487,35,36,37,160,161,0,0,0,173,0,0,18,0,332,,,,
2978,Vex of Dirt,1488,35,36,37,160,161,0,0,0,171,0,0,18,0,332,,,,
2979,Vex of Earth,1489,35,36,37,160,161,0,0,0,170,0,0,18,0,332,,,,
2981,Mark of Ruin,1571,47,48,49,160,161,0,0,0,163,0,0,6,163,332,,,,
2982,Mark of Havoc,1572,47,48,49,160,161,0,0,0,163,0,0,6,163,332,,,,
2983,Mark of Devastation,1573,47,48,49,160,161,0,0,0,164,0,0,6,164,332,,,,
2984,Mark of Undoing,1574,47,48,49,160,161,0,0,0,164,0,0,6,164,332,,,,
2991,Mark of Ruin,1571,47,48,49,160,161,0,0,0,257,0,0,6,88,332,,,,
2992,Mark of Havoc,1572,47,48,49,160,161,0,0,0,258,0,0,6,88,332,,,,
2993,Mark of Devastation,1573,47,48,49,160,161,0,0,0,259,0,0,6,88,332,,,,
2994,Mark of Undoing,1574,47,48,49,160,161,0,0,0,260,0,0,6,88,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,HEALER,,,,,,,,,,,,,,,,,,,
;3000,Mending,,,,,,,,,,,,,,,,,,,
3001,Minor Mending,350,32,33,34,1,2,0,0,0,4,0,0,8,0,332,,,,
3002,Minor Refinement,350,32,33,34,1,2,0,0,0,4,0,0,8,0,332,,,,
3003,Minor Improvement,350,32,33,34,1,2,0,0,0,25,0,0,8,0,332,,,,
3004,Minor Reconstitution,350,32,33,34,1,2,0,0,0,25,0,0,8,0,332,,,,
3005,Minor Amelioration,351,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3006,Minor Purification,351,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3007,Minor Recovery,352,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3008,Minor Reparation,352,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3009,Minor Restoration,353,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3010,Minor Reconstruction,353,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3011,Minor Emendation,354,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3021,Refinement,365,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3022,Improvement,365,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3023,Reconstitution,365,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3024,Amelioration,366,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3025,Purification,366,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3026,Recovery,366,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3027,Reparation,367,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3028,Restoration,367,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3029,Reconstruction,368,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3030,Emendation,369,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
3031,Arrival from Valhalla,355,38,39,40,1,2,0,0,0,15,0,0,8,0,332,,,,
3041,Group Reparation,360,32,33,34,1,2,0,0,0,232,305,0,8,0,332,,,,
3042,Group Purification,361,32,33,34,1,2,0,0,0,233,305,0,8,0,332,,,,
3043,Group Restoration,362,32,33,34,1,2,0,0,0,233,305,0,8,0,332,,,,
3044,Group Emendation,364,32,33,34,1,2,0,0,0,234,305,0,8,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;3050,Healer Mending Spec,,,,,,,,,,,,,,,,,,,
3051,Major Reconstitution,810,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3052,Major Amelioration,810,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3053,Major Purification,811,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3054,Major Recovery,811,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3055,Major Reparation,811,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3056,Major Restoration,812,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3057,Major Reconstruction,813,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3058,Major Emendation,814,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3061,Greater Amelioration,820,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3062,Greater Purification,820,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3063,Greater Recovery,821,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3064,Greater Reparation,821,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3065,Greater Restoration,822,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3066,Greater Reconstruction,823,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
3067,Greater Emendation,824,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
3071,Cure Disease,396,41,42,43,1,2,0,0,0,177,175,0,8,0,332,,,,
3072,Cure Poison,395,41,42,43,1,2,0,0,0,176,175,0,8,0,332,,,,
3075,Reception from Valhalla,375,38,39,40,1,2,0,0,0,15,0,0,8,0,332,,,,
3076,Welcome from Valhalla,375,38,39,40,1,2,0,0,0,15,0,0,8,0,332,,,,
3077,Remigration from Valhalla,376,38,39,40,1,2,0,0,0,15,0,0,8,0,332,,,,
3081,Favor from Eir,356,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3082,Boon from Eir,357,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3083,Dispensation from Eir,358,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3084,Tribute from Eir,359,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3085,Eir's Glorious Touch,847,38,39,40,1,2,0,0,0,234,0,0,8,0,332,,,,
3086,Eir's Magnificent Touch,848,38,39,40,1,2,0,0,0,234,0,0,8,0,332,,,,
3087,Eir's Heavenly Touch,849,38,39,40,1,2,0,0,0,234,0,0,8,0,332,,,,
3088,Favor of Battle,801,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3089,Boon of Battle,802,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3090,Dispensation of Battle,803,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3091,Tribute of Battle,804,38,39,40,1,2,0,0,0,232,0,0,8,0,332,,,,
3092,Ancestor's Gift,392,38,39,40,1,2,0,232,0,178,0,0,8,0,332,,,,
3099,Ancestor's Favor,393,38,39,40,1,2,0,233,0,178,0,0,8,0,332,,,,
3100,Ancestor's Boon,394,38,39,40,1,2,0,234,0,179,0,0,8,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;3100,Shaman Mend Spec,,,,,,,,,,,,,,,,,,,
3101,Major Reconstitution,820,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3102,Major Amelioration,820,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3103,Major Purification,821,32,33,34,1,2,0,0,0,178,0,0,8,0,332,,,,
3104,Major Recovery,821,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3105,Major Reparation,822,32,33,34,1,2,0,0,0,179,0,0,8,0,332,,,,
3106,Major Restoration,822,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3107,Major Reconstruction,823,32,33,34,1,2,0,0,0,180,0,0,8,0,332,,,,
3108,Major Emendation,824,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
3111,Frigg's Antidote,370,32,33,34,1,2,0,0,0,77,0,0,8,0,332,,,,
3112,Frigg's Medicant,370,32,33,34,1,2,0,0,0,77,0,0,8,0,332,,,,
3113,Frigg's Cure,371,32,33,34,1,2,0,0,0,77,0,0,8,0,332,,,,
3114,Frigg's Elixir,371,32,33,34,1,2,0,0,0,77,0,0,8,0,332,,,,
3115,Frigg's Panacea,372,32,33,34,1,2,0,0,0,78,0,0,8,0,332,,,,
3116,Frigg's Remedy,373,32,33,34,1,2,0,0,0,78,0,0,8,0,332,,,,
3117,Frigg's Balm,374,32,33,34,1,2,0,0,0,78,175,0,8,0,332,,,,
3121,Reception from Valhalla,376,38,39,40,1,2,0,0,0,15,0,0,8,0,332,,,,
3125,Cure Disease,396,41,42,43,1,2,0,0,0,177,175,0,8,0,332,,,,
3126,Cure Poison,395,41,42,43,1,2,0,0,0,176,175,0,8,0,332,,,,
3131,Fungal Rejuvenation,4114,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
3132,Fungal Regeneration,4115,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
3133,Fungal Restoration,4116,32,33,34,1,2,0,0,0,181,0,0,8,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;3150,Augmentation,,,,,,,,,,,,,,,,,,,
3151,Guardian's Lesser Ward,10,35,36,37,1,2,0,0,0,183,0,0,10,0,332,,,,
3152,Guardian's Ward,10,35,36,37,1,2,0,0,0,183,0,0,10,0,332,,,,
3153,Guardian's Lesser Shield,10,35,36,37,1,2,0,0,0,183,0,0,10,0,332,,,,
3154,Guardian's Shield,11,35,36,37,1,2,0,0,0,183,0,0,10,0,332,,,,
3155,Guardian's Lesser Barrier,11,35,36,37,1,2,0,0,0,184,0,0,10,0,332,,,,
3156,Guardian's Barrier,13,35,36,37,1,2,0,0,0,184,0,0,10,0,332,,,,
3157,Guardian's Lesser Protection,14,35,36,37,1,2,0,0,0,184,0,0,10,0,332,,,,
3158,Guardian's Protection,14,35,36,37,1,2,0,0,0,184,0,0,10,0,332,,,,
3159,Guardian's Lesser Wall,14,35,36,37,1,2,0,0,0,185,0,0,10,0,332,,,,
3160,Guardian's Wall,14,35,36,37,1,2,0,0,0,185,0,0,10,0,332,,,,
3161,Lesser Strength of the Viking,15,38,39,40,145,146,0,0,0,313,0,0,21,0,332,,,,
3162,Strength of the Viking,15,38,39,40,145,146,0,0,0,313,137,0,21,0,332,,,,
3163,Lesser Vigor of the Viking,15,38,39,40,145,146,0,0,0,314,0,0,21,0,332,,,,
3164,Vigor of the Viking,16,38,39,40,145,146,0,0,0,314,137,0,21,0,332,,,,
3165,Lesser Power of the Viking,16,38,39,40,145,146,0,0,0,314,137,0,21,0,332,,,,
3166,Power of the Viking,17,38,39,40,145,146,0,0,0,315,0,0,21,0,332,,,,
3167,Lesser Might of the Viking,18,38,39,40,145,146,0,0,0,315,137,0,21,0,332,,,,
3168,Might of the Viking,19,38,39,40,145,146,0,0,0,315,137,0,21,0,332,,,,
3171,Minor Evasion,20,32,33,34,1,2,0,0,0,16,0,0,10,0,332,,,,
3172,Lesser Evasion,20,32,33,34,1,2,0,0,0,16,0,0,10,0,332,,,,
3173,Evasion,21,32,33,34,1,2,0,0,0,16,0,0,10,0,332,,,,
3174,Major Evasion,22,32,33,34,1,2,0,0,0,16,0,0,10,0,332,,,,
3175,Greater Evasion,23,32,33,34,1,2,0,0,0,16,0,0,10,0,332,,,,
3176,Superior Evasion,24,32,33,34,1,2,0,0,0,16,0,0,10,0,332,,,,
3181,Augment Health,25,32,33,34,1,2,0,0,0,27,137,0,10,0,332,,,,
3182,Increase Health,25,32,33,34,1,2,0,0,0,27,137,0,10,0,332,,,,
3183,Enhance Health,26,32,33,34,1,2,0,0,0,27,137,0,10,0,332,,,,
3184,Strengthen Health,27,32,33,34,1,2,0,0,0,27,137,0,10,0,332,,,,
3185,Exaggerate Health,27,32,33,34,1,2,0,0,0,27,137,0,10,0,332,,,,
3186,Intensify Health,28,32,33,34,1,2,0,0,0,107,137,0,10,0,332,,,,
3187,Amplify Health,29,32,33,34,1,2,0,0,0,107,137,0,10,0,332,,,,
3188,Burgeon Health,29,32,33,34,1,2,0,0,0,107,137,0,10,0,332,,,,
3189,Exalt Health,29,32,33,34,1,2,0,0,0,107,137,0,10,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;3200,Healer Augmentation Spec,,,,,,,,,,,,,,,,,,,
3201,Augmented Blow,30,35,36,37,1,2,0,0,0,0,187,0,10,0,332,,,,
3202,Increased Blow,30,35,36,37,1,2,0,0,0,0,187,0,10,0,332,,,,
3203,Enhanced Blow,30,35,36,37,1,2,0,0,0,137,187,0,10,0,332,,,,
3204,Strengthen Blow,31,35,36,37,1,2,0,0,0,137,187,0,10,0,332,,,,
3205,Exaggerated Blow,31,35,36,37,1,2,0,0,0,0,188,0,10,0,332,,,,
3206,Intensified Blow,32,35,36,37,1,2,0,0,0,137,188,0,10,0,332,,,,
3207,Amplified Blow,32,35,36,37,1,2,0,0,0,137,188,0,10,0,332,,,,
3208,Burgeoned Blow,33,35,36,37,1,2,0,0,0,0,189,0,10,0,332,,,,
3209,Exalted Blow,34,35,36,37,1,2,0,0,0,137,189,0,10,0,332,,,,
3211,Lesser Purity of Attack,35,32,33,34,1,2,0,0,0,305,0,0,13,0,332,,,,
3212,Purity of Attack,35,32,33,34,1,2,0,0,0,305,0,0,13,0,332,,,,
3213,Lesser Purity of Offense,36,32,33,34,1,2,0,0,0,305,0,0,13,0,332,,,,
3214,Purity of Offense,37,32,33,34,1,2,0,0,0,305,0,0,13,0,332,,,,
3215,Lesser Purity of Aggression,38,32,33,34,1,2,0,0,0,305,0,0,13,0,332,,,,
3216,Purity of Aggression,39,32,33,34,1,2,0,0,0,305,0,0,13,0,332,,,,
3221,Ease of Movement,1430,32,33,34,1,2,0,0,0,17,0,0,13,0,332,,,,
3222,Flow of Movement,1431,32,33,34,1,2,0,0,0,17,0,0,13,0,332,,,,
3223,Grace of Movement,1432,32,33,34,1,2,0,0,0,17,0,0,13,0,332,,,,
3224,Purity of Movement,1433,32,33,34,1,2,0,0,0,17,0,0,13,0,332,,,,
3225,Elegance of Movement,1434,32,33,34,1,2,0,0,0,17,0,0,13,0,332,,,,
