Information,,NIF,Anim,Stride,Stride,Stride,Stride,Alternate,Expansion ,Figure,Ride,Figure,Cata,Vampire,Skeleton,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Mount,Z-Offset
337,Shriller,Shriller,86,177,61,41,75,0,1,0,112,0,,,,,,,,,,,,,,,,
338,Amphitere,Amphitere,87,195,85,267,75,0,1,0,,0,,,,,,,,,,,,,,,,
339,Wooly Serpent,WoolyS,88,300,120,120,75,0,1,0,,0,,,,,,,,,,,,,,,,
340,Twisted Sylvan,tsylvan,89,215,65,68,68,0,1,0,,0,,,,,,,,,,,,,,,,
341,Formorian,Fomor1,90,135,55,45,75,0,1,0,,0,,,,,,,,,,,,,,,,
342,Legless Zombie,zombie_legless,73,135,55,45,75,0,0,0,,0,,,,,,,,,,,,,,,,
343,Formorian ,Fomor1,90,135,55,45,75,0,1,0,,0,,,,,,,,,,,,,,,,
346,Sylvan Male,HSylvanM_2,76,135,72,75,75,0,0,1,,0,,,,,,,,,,,,,,,112,
347,Sylvan Female,HSylvanF_2,77,135,72,75,75,0,0,1,,0,,,,,,,,,,,,,,,110,
348,Inconnu Male,BInconnuM_2,78,135,72,30,30,0,0,1,,0,,,,,,,,,,,,,,,95,
349,Inconnu Female,BInconnuF_2,79,135,75,30,30,0,0,1,,0,,,,,,,,,,,,,,,90,
350,Formorian with weapon,Fomor1,93,135,55,45,75,0,1,0,,0,,,,,,,,,,,,,,,,
351,Valkyn Male,NValkynM_2,96,190,75,75,75,0,0,0,,0,,,,,,,,,,,,,,,110,
352,Valkyn Female,NValkynF_2,97,200,50,75,75,0,0,0,,0,,,,,,,,,,,,,,,100,
353,Gryphon,Gryphon,94,209,99,99,75,0,1,0,,0,,,,,,,,,,,,,,,,
354,Orc,Orc,98,200,110,82,75,0,1,0,,0,,,,,,,,,,,,,,,,
355,Urchin,Urchin,99,190,55,55,75,0,1,0,,0,,,,,,,,,,,,,,,,
356,Manta,Manta,100,250,105,105,75,0,1,0,,0,,,,,,,,,,,,,,,,
357,Shrouder,Shrouder,101,220,125,125,75,0,1,0,,0,,,,,,,,,,,,,,,,
358,Botonid,Botonid,102,245,155,155,75,0,1,0,,0,,,,,,,,,,,,,,,,
359,Dragon Fly,Dfly,103,180,95,95,75,0,1,0,,0,,,,,,,,,,,,,,,,
360,Mushroom,Mushroom,104,90,45,45,75,0,0,0,,0,,,,,,,,,,,,,,,,
361,Red Cap Gnome,Gnome_redcap,105,120,40,40,30,0,1,0,,0,,,,,,,,,,,,,,,,
362,Guag,Guargaran,106,140,80,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
363,Cicada,Cicada,107,125,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
364,Formorian 02,Fomor2,108,180,50,45,75,0,1,0,,0,,,,,,,,,,,,,,,,
365,Formorian 03,Fomor3,109,180,60,45,75,0,1,0,,0,,,,,,,,,,,,,,,,
366,Formorian 04,Fomor4,110,180,50,45,75,0,1,0,,0,,,,,,,,,,,,,,,,
367,Mammoth,Mammoth,111,160,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
368,Lamia,Lamia,112,180,130,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
369,Necromancer Shade,Necroshade,113,110,45,45,45,0,0,0,,0,,,,,,,,,,,,,,,,
370,Fomorian Boss,BossF,114,180,100,80,100,0,1,0,,0,,,,,,,,,,,,,,,,
371,Clock Work Troll,CWTroll,115,165,50,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
372,Slug,Slug,116,220,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
373,Rencan,Rencan,117,210,85,85,100,0,1,0,,0,,,,,,,,,,,,,,,,
374,Tree Dervish,TreeD,118,165,60,75,100,0,1,0,,0,,,,,,,,,,,,,,,,
375,Larnvidur,Larnvidur,119,150,65,70,100,0,1,0,,0,,,,,,,,,,,,,,,,
376,Terror Bird,Terrorbird,120,130,125,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
377,Clock Work Human,CWHuman,121,165,50,50,100,0,1,0,,0,,,,,,,,,,,,,,,,
378,Arbordon,Arbordon,122,185,60,60,100,0,1,0,,0,,,,,,,,,,,,,,,,
379,Anglich,Anglich,123,150,80,80,100,0,1,0,,0,,,,,,,,,,,,,,,,
380,2 Headed Dragon,2HDragon,124,185,85,85,100,0,1,0,,0,,,,,,,,,,,,,,,,
381,Ogress,Ogress,125,170,60,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
382,Root Monster,Root,126,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
383,Hydra,Hydra,127,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
384,Sea Elf/Wood Elf Male,H_ElfMon01,48,135,75,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
385,Sea Elf/Wood Elf Female,H_ElfMon01F,49,135,75,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
386,Morvalt Female,NMorvaltF,97,190,50,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
387,Morvalt Male,NMorvaltM,96,200,50,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
388,Drak High Boss W/Wings,Drakwing,128,165,65,65,100,0,1,0,,0,,,,,,,,,,,,,,,,
389,Drak Low Boss w/o Wings,Drakwingless,128,165,65,65,100,0,1,0,,0,,,,,,,,,,,,,,,,
390,Drak Brute Squad,Drakwarrior,128,165,65,65,100,0,1,0,,0,,,,,,,,,,,,,,,,
391,Yale,Yale,92,300,70,70,75,0,1,0,,0,,,,,,,,,,,,,,,,
392,Dilophasaur ,Dilo,129,215,75,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
393,Seadog,Seadog,83,210,74,74,75,0,1,0,,0,,,,,,,,,,,,,,,,
394,Griffman,Griffman,140,215,95,82,75,0,1,0,,0,,,,,,,,,,,,,,,,
395,Ghost,Ghost,130,225,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
396,Vinemass,Vinemass,104,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
397,Octonid,Octonid,133,140,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
398,Stilter,Stilter,134,140,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
399,Corpse Light Node,CorpseLightNode,0,100,100,100,100,0,0,0,115,0,,,,,,,,,,,,,,,,
400,Sporite,Sporite,131,180,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
401,Beckoner,Beckoner,139,220,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
402,Fengundar,fengundar,138,220,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
403,Skeleton With Guts,Skel02_guts,4,180,60,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
404,Bug Bear,Bugbear,118,165,60,75,100,0,1,0,,0,,,,,,,,,,,,,,,,
405,Frost Giant,FrostGiant,135,155,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
406,Thrawn Ogre,thrawnogre,137,170,60,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
407,New Skeleton,skel02,166,180,60,75,75,0,0,0,,0,,,,,,,,,,,,,,,,
408,Corpse,corpse,45,180,60,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
409,Headless Corpse,corpse_headless,45,180,60,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
410,Crawling Zombie,corpse_half,136,90,40,40,40,0,1,0,,0,,,,,,,,,,,,,,,,
411,Armored Skeleton,Skel_armor,145,180,60,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
412,Grazer,Grazer,141,125,95,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
413,Ice Queen,Ice_Queen,142,195,100,52,46,0,1,0,,0,,,,,,,,,,,,,,,,
414,Treant,Treant,146,215,65,68,68,0,1,0,,0,,,,,,,,,,,,,,,,
415,Red Cap NO WEAP,Gnome_redcap,143,120,35,40,30,0,1,0,,0,,,,,,,,,,,,,,,,
416,Undead Elk,Mega,92,300,70,70,75,0,1,0,,0,,,,,,,,,,,,,,,,
417,Animus Giant,Arbordon,144,200,60,60,100,0,1,0,,0,,,,,,,,,,,,,,,,
418,Rock Golem,golem_rock,115,165,50,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
419,Bone Dancer Pet,bonedancerpet,69,200,75,75,75,0,0,0,,0,,,,,,,,,,,,,,,,
420,Briton Male,bcommonm,147,135,35,54,48,0,0,1,,0,,,,,,,,,,,,,,,,
421,Briton Female,bcommonf,148,158,35,52,46,0,0,1,,0,,,,,,,,,,,,,,,,
422,Hibernian Celt Male,hceltm,147,135,35,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
423,Hibernian Celt Female,hceltf,148,135,35,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
424,Male Norse,nvikingm,147,135,35,62,72,0,0,1,,0,,,,,,,,,,,,,,,,
425,Female Norse,nvikingf,148,158,35,58,52,0,0,1,,0,,,,,,,,,,,,,,,,
426,Barracuda,barracuda,149,200,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
427,Dread Shark,Dredshark,150,280,220,220,100,0,1,0,,0,,,,,,,,,,,,,,,,
428,Octopussy,Octopus,151,300,300,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
429,Shark,shark,152,200,75,75,100,0,1,0,,0,,,,,,,,,,,,,,,,
430,Hammerhead,shark_hammerhead,153,200,75,75,100,0,1,0,,0,,,,,,,,,,,,,,,,
431,Cetus,Cetus,154,200,75,75,100,0,2,0,,0,,,,,,,,,,,,,,,,
432,Sting Ray,StingrayA,155,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
433,Triton,Triton,156,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
434,Nereid,Nereid,157,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
435,Triton Lt,Triton_Lt,156,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
436,Nereid Lt,Nereid_Lt,157,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
437,Eel,Eel,158,75,45,45,100,0,1,0,,0,,,,,,,,,,,,,,,,
438,Hoplite,Hoplite,159,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
439,Hoplite_Lt,Hoplite_Lt,160,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
440,Amazon,Amazon,159,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
441,Amazon_LT,Amazon_LT,160,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
442,Harpy,Harpy,161,100,100,100,100,0,2,0,114,0,,,,,,,,,,,,,,,,
443,Shark_tigerleopard,Shark_tigerleopard,152,300,55,75,100,0,1,0,,0,,,,,,,,,,,,,,,,
444,Fish 01,Fish01,162,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
445,Fish 02,Fish02,162,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
446,Fish 03,Fish03,162,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
447,Fish 04,Fish04,162,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
448,Atlantis Crab,crab,163,300,150,55,55,0,0,0,,0,,,,,,,,,,,,,,,,
449,Male Half Ogre,BHalfOgreM,164,127,60,54,48,0,0,1,,0,,,,,,,,,,,,,,,127,
450,Female Half Ogre,BHalfOgreF,165,127,60,54,48,0,0,1,,0,,,,,,,,,,,,,,,123,
451,Sobekite ,Sobekite,172,250,65,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
452,Sobekite LT ,Sobekite_LT,172,250,65,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
453,Setian ,Setian,173,250,65,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
454,Setian LT ,Setian_LT,173,250,65,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
455,Nehebkau ,NEHEBKAU,171,250,65,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
456,Mau ,Mau,167,250,70,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
457,Mau LT ,Mau_LT,167,250,70,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
458,Horian ,Horian,168,250,60,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
459,Anubite ,Anubite,167,175,60,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
460,Anubite LT ,Anubite_LT,167,250,60,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
461,Anubite MUM ,Anubite_MUM,167,250,60,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
462,Ammut,Ammut,169,250,80,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
463,Typhon,Typhon,170,200,200,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
464,Male Frostalf,NSvartalfM,174,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,100,
465,Female Frostalf,NSvartalfF,29,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,95,
466,Hoplite Metal Statues,Hoplite_Metal,159,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
467,Amazon Metal Statues,Amazon_metal,159,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
468,Sphinx_Andro,Sphinx_Andro,176,230,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
469,Sphinx_Hieraco,Sphinx_Hieraco,176,230,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
470,Sphinx Crio,Sphinx_Crio,176,230,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
471,Sphinx Gyno,Sphinx_Gyno,177,220,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
472,Chimera,Chimera,178,150,80,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
473,Talos,Talos,179,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
474,Gorgon,Gorgon,180,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
475,Medusa,Medusa,181,90,60,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
476,Minotaur,Minotaur,182,200,70,100,100,0,2,0,,0,,,,,,,,,,,,,,,,5
477,Minotaur_LT,Minotaur_LT,182,200,70,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
478,Stygian_lion,Stygian_lion,183,250,75,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
479,Djinn,Djinn,184,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
480,Djinn LT,DJinn_LT,184,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
481,Dao,Dao,184,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
482,Marid,Marid,184,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,-45
483,Jinni,Jinni,184,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
484,Efreet,Efreet,184,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
485,Scarab 01,Scarab_00,74,235,125,100,250,0,2,0,,0,,,,,,,,,,,,,,,,
486,Scarab 02,Scarab_01,74,235,125,100,250,0,2,0,,0,,,,,,,,,,,,,,,,
487,Hoplite_extra,Hoplite_extra,159,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
488,Winged Scarab,Wscarab,185,235,125,100,250,0,2,0,,0,,,,,,,,,,,,,,,,
489,Dragon Fly Mount,Dragonfly,186,180,95,95,75,0,1,0,113,0,,,,,,,,,,,,,,,,
490,Shar Male,HSharM,197,135,75,54,48,0,0,1,,0,,282,,,,,,,,,,,,,100,
491,Shar Female,HSharF,198,158,65,52,46,0,0,1,,0,,283,,,,,,,,,,,,,97,
492,Centaur,Centaur,187,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
493,Centaur LT,Centaur_LT,187,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
494,CentaurW,CentaurW,188,275,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
495,CentaurW lt,CentaurW_lt,188,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
496,Phoenix,Phoenix,189,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
497,Cyclops,Cyclops,190,200,120,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
498,Cyclops Lt.,Cyclops_LT,190,200,120,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
499,Iaculi,Iaculi,192,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
500,Uraeus,Uraeus,192,200,120,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
501,Crocodile,crocodile,194,100,52,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
502,salamander,salamander,194,100,50,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
503,Scorpion Two,Scorp2,195,100,52,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
504,Manticore,Manticore,193,100,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
505,Albion Relic Guard,BKnightM,2,135,75,54,48,0,0,0,,0,,,,,,,,,,,,,,,,
506,Draco,Draco,196,200,100,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
508,Fire Elemental,Fire_elemental,159,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
509,Mummy 1,mummy,110,200,50,45,75,0,2,0,,0,,,,,,,,,,,,,,,,
510,Mummy 2,mummy,45,200,60,54,48,0,2,0,,0,,,,,,,,,,,,,,,,
511,MJarlM,MJarlM,2,135,75,54,48,0,0,0,,0,,,,,,,,,,,,,,,,
512,HRangerM,HRangerM,2,135,75,54,48,0,0,0,,0,,,,,,,,,,,,,,,,
513,HGuardianM,HGuardianM,2,135,75,54,48,0,0,0,,0,,,,,,,,,,,,,,,,
514,BScoutM,BScoutM,2,135,75,54,48,0,0,0,,0,,,,,,,,,,,,,,,,
515,Tornado Force Ride,Invisible,2,135,75,54,48,0,0,0,114,0,,,,,,,,,,,,,,,,
516,Ettin,Cata_ettin,199,190,80,80,80,0,4,0,,0,,,,,,,,,,,,,,,,
517,Lion,Cata_lion,203,145,35,35,35,0,4,0,,0,,,,,,,,,,,,,,,,
518,Spider,Cata_spider,201,175,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
519,Snake,Cata_snake,202,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
520,Lynx,Cata_lynx,203,200,52,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
521,Ogre,Cata_ogre,204,190,73,73,73,0,4,0,,0,,,,,,,,,,,,,,,,1
522,Skeleton,Skeleton,206,180,25,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
523,Bear,Cata_bear,205,125,40,40,40,0,4,0,,0,,,,,,,,,,,,,,,,
524,New Briton,BritonM1,207,135,75,54,48,0,3,1,,1,,,,,,,,,,,,,,,,
525,Giant,Cata_giant,215,140,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
526,Crystal Titan,Crystal_Titan,159,100,100,100,100,0,0,0,,0,,,,,,,,,,,,,,,,
527,Ant,Cata_ant,208,150,60,60,60,0,4,0,,0,,,,,,,,,,,,,,,,
528,Wounded Highlander,bhilandm,45,135,75,62,72,147,0,1,,0,,,,,,,,,,,,,,,,
529,Wolf,Cata_wolf,209,140,25,35,52,0,4,0,,0,,,,,,,,,,,,,,,,
541,Sprite,Cata_Sprite,212,150,45,35,35,0,4,0,,0,,,,,,,,,,,,,,,,
542,Fellwood,Cata_Fellwood,213,75,50,50,50,0,4,0,,0,,,,,,,,,,,,,,,,
543,New Scrag,Cata_scrag,214,135,50,50,50,0,4,0,,0,,,,,,,,,,,,,,,,
544,New Brownie,Cata_brownie,216,140,40,35,35,0,4,0,,0,,,,,,,,,,,,,,,,
545,New Roman Dead,Romandead_new,217,150,20,30,30,0,4,0,,0,,,,,,,,,,,,,,,,
546,Cata - 2 Headed Wolf,2headed_Wolf,218,100,50,50,50,0,4,0,,0,,,,,,,,,,,,,,,,
549,Wolf,wolf,221,140,35,35,35,0,0,0,,0,,,,,,,,,,,,,,,,
550,Wolf 2,wolf2,222,50,25,52,52,222,0,0,,0,,,,,,,,,,,,,,,,
561,Tadpole,SpriteTadpol,294,135,75,54,48,0,3,0,,0,,,,,,,,,,,,,,,,
566,Evil Kobold,EvilKobold,225,80,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
575,Mine Cart,Kobold_minecart_A,211,0,0,0,0,0,3,0,116,0,,,,,,,,,,,,,,,,
580,Trebuchet Monster,siege_cat_ranged,232,1,1,1,1,0,3,0,,0,,,,,,,,,,,,,,,,
581,Terraacite Minion,terracite_minion,269,175,42,42,42,0,3,0,,0,,,,,,,,,,,,,,,,
582,Cata Briton Male,bri_m,233,178,70,70,70,0,4,1,,3,1,,1,,,,,,,,,,,,100,
583,Cata Valkyn Male,val_m,259,230,75,75,75,0,4,1,,3,27,,2,,,,1,,,,,,,,110,
584,Cata Saracen Male,sar_m,235,192,70,70,70,0,4,1,,3,3,,1,,,,,,,,,,,,100,
585,Cata Saracen Female,sar_f,236,160,75,54,48,0,4,1,,3,4,,2,,,,,,,,,,,,95,
586,Cata Frostalf Male,fro_m,237,160,75,75,75,0,4,1,,3,5,,1,,,,1,,,,,,,,100,
587,Cata Frostalf Female,fro_f,238,160,75,75,75,0,4,1,,3,6,,1,,,,1,,,,,,,,95,
588,Cata Shar Male,sha_m,239,160,75,54,48,0,4,1,,3,7,288,2,,,,1,,,,,,,,100,
589,Cata Shar Female,sha_f,240,188,65,52,46,0,4,1,,3,8,289,2,,,,1,,,,,,,,97,
590,Cata Avalonian Male,ava_m,241,160,75,62,54,0,4,1,,3,9,,2,,,,,,,,,,,,120,
591,Cata Avalonian Female,ava_f,242,188,75,58,52,229,4,1,,3,10,,2,,,,,,,,,,,,118,
592,Cata Elf Male,elf_m,243,160,75,75,75,0,4,1,,3,11,,1,,,,1,,,,,,,,115,
593,Cata Elf Female,elf_f,244,160,75,75,75,229,4,1,,3,12,,2,,,,1,,,,,,,,114,
594,Cata Highlander Male,hig_m,245,160,75,62,72,0,4,1,,3,13,,2,,,,,,,,,,,500,120,
595,Cata Highlander Female,hig_f,246,188,75,58,52,229,4,1,,3,14,,1,,,,,,,,,,,,109,
596,Cata Norse Male,nor_m,247,160,75,62,72,0,4,1,,3,15,,1,,,,,,,,,,,,115,
597,Cata Norse Female,nor_f,248,188,75,58,52,229,4,1,,3,16,,1,,,,,,,,,,,,109,
598,Cata Lurikeen Male,lur_m,249,180,75,75,75,0,4,1,,3,17,286,2,,,,1,,,,,,,,84,
599,Cata Lurikeen Female,lur_f,250,180,75,75,75,0,4,1,,3,18,287,1,,,,1,,,,,,,,84,
600,Cata Kobold Male,kob_m,251,168,72,54,48,0,4,1,,3,19,,1,,,,1,,,,,,,1750,88,
601,Cata Kobold Female,kob_f,252,156,72,72,72,229,4,1,,3,20,,1,,,,1,,,,,,,1500,87,
602,Cata Dwarf Male,dwa_m,253,170,75,54,48,0,4,1,,3,21,,2,,,,,,,,,,,1000,100,
603,Cata Dwarf Female,dwa_f,254,170,66,54,48,0,4,1,,3,22,,1,,,,,,,,,,,500,100,
604,Cata Inconnu Male,inc_m,255,160,72,30,30,0,4,1,,3,23,,2,,,,1,,,,,,,2250,95,
605,Cata Inconnu Female,inc_f,256,160,75,30,30,0,4,1,,3,24,,2,,,,1,,,,,,,500,90,
606,Cata Half Ogre Male,hal_m,257,320,60,54,48,0,4,1,,3,25,,1,,,,,,,,,,,1000,127,
607,Cata Half Ogre Female,hal_f,258,320,60,54,48,0,4,1,,3,26,,1,,,,,,,,,,,500,123,
608,Cata Briton Female,bri_f,234,236,90,90,90,229,4,1,,3,2,,1,,,,,,,,,,,,100,
609,Cata Valkyn Female,val_f,260,240,50,75,75,0,4,1,,3,28,,2,,,,1,,,,,,,,100,
610,Cata Firbolg Male,fir_m,261,190,75,75,75,0,4,1,,3,29,,2,,,,1,,,,,,,,150,
611,Cata Firbolg Female,fir_f,262,160,75,75,75,0,4,1,,3,30,,2,,,,1,,,,,,,,140,
612,Cata Troll Male,tro_m,263,190,60,54,48,0,4,1,,3,31,,2,,,,1,,,,2250,,,,150,
613,Cata Troll Female,tro_f,264,151,60,54,48,0,4,1,,3,32,,1,,,,1,,,,,,,,140,
614,Cata Celt Male,cel_m,265,160,75,75,75,0,4,1,,3,33,284,1,,,,,,,,,,,,100,
615,Cata Celt Female,cel_f,266,160,75,75,75,229,4,1,,3,34,285,2,,,,,,,,,,,,100,
616,Cata Sylvan Male,syl_m,267,160,72,75,75,0,4,1,,3,35,,2,,,,,,,,,,,,112,
617,Cata Sylvan Female,syl_f,268,160,72,75,75,0,4,1,,3,36,,2,,,,,,,,,,,,110,
618,Terraacite Minion,terracite_minion,269,175,70,42,42,0,3,0,,0,,,,,,,,,,,,,,,,
619,Terracite Boss,terracite_boss,269,175,70,42,42,0,3,0,,0,,,,,,,,,,,,,,,,
620,Gargoyle Ground,gargoyle_ground,270,180,50,100,100,0,3,0,,0,,,,,,,,,,,,,,,,
621,Gargoyle Air,gargoyle_air,271,180,50,100,100,0,3,0,114,0,,,,,,,,,,,,,,,,
622,Posessed Kobold 2 Naked,PK2_naked,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
623,Posessed Kobold 2 Leather,PK2_Leather,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
624,Posessed Kobold 2 Plate,PK2_Plate,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
625,Posessed Kobold 3 Naked,PK3_naked,276,150,51,51,51,0,1,0,,0,,,,,,,,,,,,,,,,
626,Posessed Kobold 3 Leather,PK3_leather,276,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
627,Posessed Kobold 3 Plate,PK3_plate,276,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
628,Half Orc,halforc,233,150,70,42,42,0,3,0,,0,,,,,,,,,,,,,,,,
629,Half Orc Heavy,halforc_heavy,233,150,70,42,42,0,3,0,,0,,,,,,,,,,,,,,,,
630,Gnoll,gnoll,96,190,75,75,75,0,3,0,,0,,,,,,,,,,,,,,,,
631,Gnoll Boss,gnoll_heavy,96,190,75,75,75,0,3,0,,0,,,,,,,,,,,,,,,,
632,Shackled Soul,shackled_soul,292,200,75,62,72,0,0,1,,0,,,,,,,,,,,,,,,,
633,Giant,Cata_giant,215,190,100,100,100,0,3,0,,0,,,,,,,,,,,,,,,,
634,Heretic Shapechange,zombie,8,200,40,75,75,0,0,0,,0,,,,,,,,,,,,,,,,
635,Kobold Tele,koboldteleporter,0,0,0,0,0,0,3,0,,0,,,,,,,,,,,,,,,,
636,Cata Rock Creature,cat_rock_creature,277,100,40,60,60,0,3,0,,0,,,,,,,,,,,,,,,,
637,Shar Teleporter,SharMiniTP,0,0,0,0,0,0,3,0,,0,,,,,,,,,,,,,,,,
638,Glastin,Glastin,274,100,100,100,100,0,3,0,,0,,,,,,,,,,,,,,,,
639,Glastin Shaman/War,Glastin,275,100,100,100,100,0,3,0,,0,,,,,,,,,,,,,,,,
640,Inconnu Teleporter,inconnuminitp,0,0,0,0,0,0,3,0,,0,,,,,,,,,,,,,,,,
641,Disturbed Crewman,Dis_crewman,233,135,75,54,48,0,3,0,,0,,,,,,,,,,,,,,,,
642,Cata Bandits,Cat_Bandits,233,135,75,54,48,0,3,0,,0,,,,,,,,,,,,,,,,
643,Bainshee Celt,Bainshee,290,135,75,75,75,0,4,1,,3,37,285,1,,,,,,,,,,,,,
644,Bainshee Luri,lur_Bainshee,290,135,75,75,75,0,4,1,,3,38,285,1,,,,,,,,,,,,,
645,Bainshee Elf,elf_Bainshee,290,135,75,75,75,0,4,1,,3,39,285,1,,,,,,,,,,,,,
