ID,Text,Part,Expansion,Test,Archive,Double
438,Saracen/Frostalf/Shar Male Arms,Arms01_SFS_m,4,1,1,
439,Saracen/Frostalf/Shar Male Gloves,Gloves01_SFS_m,4,1,5,
440,Saracen/Frostalf/Shar Male Gloves,Gloves02_SFS_m,4,1,5,
441,Saracen/Frostalf/Shar Male Gloves,Gloves03_SFS_m,4,1,5,
442,Saracen/Frostalf/Shar Male Gloves,Gloves04_SFS_m,4,1,5,
443,Saracen/Frostalf/Shar Male Gloves,Gloves05_SFS_m,4,1,6,
444,Saracen/Frostalf/Shar Male Gloves,Gloves06_SFS_m,4,1,6,
445,Saracen/Frostalf/Shar Female Body,Body01_SFS_f,4,1,2,
446,Saracen/Frostalf/Shar Female Body,Body02_SFS_f,4,1,2,
447,Saracen/Frostalf/Shar Female Body,Body03_SFS_f,4,1,2,
448,Saracen/Frostalf/Shar Female Body,Body04_SFS_f,4,1,2,
449,Saracen/Frostalf/Shar Female Body,Body05_SFS_f,4,1,3,
450,Saracen/Frostalf/Shar Female Body,Body06_SFS_f,4,1,3,
451,Saracen/Frostalf/Shar Female Body,Body07_SFS_f,4,1,3,
452,Saracen/Frostalf/Shar Female Body,Body08_SFS_f,4,1,3,
453,Saracen/Frostalf/Shar Female Legs,Legs01_SFS_f,4,1,4,
454,Saracen/Frostalf/Shar Female Boots,Boots01_SFS_f,4,1,1,
455,Saracen/Frostalf/Shar Female Boots,Boots02_SFS_f,4,1,1,
456,Saracen/Frostalf/Shar Female Boots,Boots03_SFS_f,4,1,1,
457,Saracen/Frostalf/Shar Female Boots,Boots04_SFS_f,4,1,1,
458,Saracen/Frostalf/Shar Female Boots,Boots05_SFS_f,4,1,1,
459,Saracen/Frostalf/Shar Female Boots,Boots06_SFS_f,4,1,1,
460,Saracen/Frostalf/Shar Female Arms,Arms01_SFS_f,4,1,1,
461,Saracen/Frostalf/Shar Female Gloves,Gloves01_SFS_f,4,1,5,
462,Saracen/Frostalf/Shar Female Gloves,Gloves02_SFS_f,4,1,5,
463,Saracen/Frostalf/Shar Female Gloves,Gloves03_SFS_f,4,1,5,
464,Saracen/Frostalf/Shar Female Gloves,Gloves04_SFS_f,4,1,5,
465,Saracen/Frostalf/Shar Female Gloves,Gloves05_SFS_f,4,1,6,
466,Saracen/Frostalf/Shar Female Gloves,Gloves06_SFS_f,4,1,6,
467,Avalonian/Elf Male Body,Body01_AES_m,4,1,2,
468,Avalonian/Elf Male Body,Body02_AES_m,4,1,2,
469,Avalonian/Elf Male Body,Body03_AES_m,4,1,2,
470,Avalonian/Elf Male Body,Body04_AES_m,4,1,2,
471,Avalonian/Elf Male Body,Body05_AES_m,4,1,3,
472,Avalonian/Elf Male Body,Body06_AES_m,4,1,3,
473,Avalonian/Elf Male Body,Body07_AES_m,4,1,10,
475,Avalonian/Elf Male Legs,Legs01_AES_m,4,1,4,
476,Avalonian/Elf Male Boots,Boots01_AES_m,4,1,1,
477,Avalonian/Elf Male Boots,Boots02_AES_m,4,1,1,
478,Avalonian/Elf Male Boots,Boots03_AES_m,4,1,1,
479,Avalonian/Elf Male Boots,Boots04_AES_m,4,1,1,
480,Avalonian/Elf Male Boots,Boots05_AES_m,4,1,1,
481,Avalonian/Elf Male Boots,Boots06_AES_m,4,1,1,
482,Avalonian/Elf Male Arms,Arms01_AES_m,4,1,1,
483,Avalonian/Elf Male Gloves,Gloves01_AES_m,4,1,5,
484,Avalonian/Elf Male Gloves,Gloves02_AES_m,4,1,5,
485,Avalonian/Elf Male Gloves,Gloves03_AES_m,4,1,5,
486,Avalonian/Elf Male Gloves,Gloves04_AES_m,4,1,5,
487,Avalonian/Elf Male Gloves,Gloves05_AES_m,4,1,6,
488,Avalonian/Elf Male Gloves,Gloves06_AES_m,4,1,6,
489,Avalonian/Elf Female Body,Body01_AES_f,4,1,2,
490,Avalonian/Elf Female Body,Body02_AES_f,4,1,2,
491,Avalonian/Elf Female Body,Body03_AES_f,4,1,2,
492,Avalonian/Elf Female Body,Body04_AES_f,4,1,2,
493,Avalonian/Elf Female Body,Body05_AES_f,4,1,3,
494,Avalonian/Elf Female Body,Body06_AES_f,4,1,3,
495,Avalonian/Elf Female Body,Body07_AES_f,4,1,3,
496,Avalonian/Elf Female Body,Body08_AES_f,4,1,3,
497,Avalonian/Elf Female Legs,Legs01_AES_f,4,1,4,
498,Avalonian/Elf Female Boots,Boots01_AES_f,4,1,1,
499,Avalonian/Elf Female Boots,Boots02_AES_f,4,1,1,
500,Avalonian/Elf Female Boots,Boots03_AES_f,4,1,1,
501,Avalonian/Elf Female Boots,Boots04_AES_f,4,1,1,
502,Avalonian/Elf Female Boots,Boots05_AES_f,4,1,1,
503,Avalonian/Elf Female Boots,Boots06_AES_f,4,1,1,
504,Avalonian/Elf Female Arms,Arms01_AES_f,4,1,1,
505,Avalonian/Elf Female Gloves,Gloves01_AES_f,4,1,5,
506,Avalonian/Elf Female Gloves,Gloves02_AES_f,4,1,5,
507,Avalonian/Elf Female Gloves,Gloves03_AES_f,4,1,5,
508,Avalonian/Elf Female Gloves,Gloves04_AES_f,4,1,5,
509,Avalonian/Elf Female Gloves,Gloves05_AES_f,4,1,6,
510,Avalonian/Elf Female Gloves,Gloves06_AES_f,4,1,6,
511,Avalonian/Elf Male Body,Body01_AES_m,4,1,2,
512,Avalonian/Elf Male Body,Body02_AES_m,4,1,2,
513,Avalonian/Elf Male Body,Body03_AES_m,4,1,2,
514,Avalonian/Elf Male Body,Body04_AES_m,4,1,2,
515,Avalonian/Elf Male Body,Body05_AES_m,4,1,3,
516,Avalonian/Elf Male Body,Body06_AES_m,4,1,3,
517,Avalonian/Elf Male Body,Body07_AES_m,4,1,3,
519,Avalonian/Elf Male Legs,Legs01_AES_m,4,1,4,
520,Avalonian/Elf Male Boots,Boots01_AES_m,4,1,1,
521,Avalonian/Elf Male Boots,Boots02_AES_m,4,1,1,
522,Avalonian/Elf Male Boots,Boots03_AES_m,4,1,1,
523,Avalonian/Elf Male Boots,Boots04_AES_m,4,1,1,
524,Avalonian/Elf Male Boots,Boots05_AES_m,4,1,1,
525,Avalonian/Elf Male Boots,Boots06_AES_m,4,1,1,
526,Avalonian/Elf Male Arms,Arms01_AES_m,4,1,1,
527,Avalonian/Elf Male Gloves,Gloves01_AES_m,4,1,5,
528,Avalonian/Elf Male Gloves,Gloves02_AES_m,4,1,5,
529,Avalonian/Elf Male Gloves,Gloves03_AES_m,4,1,5,
530,Avalonian/Elf Male Gloves,Gloves04_AES_m,4,1,5,
531,Avalonian/Elf Male Gloves,Gloves05_AES_m,4,1,6,
532,Avalonian/Elf Male Gloves,Gloves06_AES_m,4,1,6,
533,Avalonian/Elf Female Body,Body01_AES_f,4,1,2,
534,Avalonian/Elf Female Body,Body02_AES_f,4,1,2,
535,Avalonian/Elf Female Body,Body03_AES_f,4,1,2,
536,Avalonian/Elf Female Body,Body04_AES_f,4,1,2,
537,Avalonian/Elf Female Body,Body05_AES_f,4,1,3,
538,Avalonian/Elf Female Body,Body06_AES_f,4,1,3,
539,Avalonian/Elf Female Body,Body07_AES_f,4,1,3,
540,Avalonian/Elf Female Body,Body08_AES_f,4,1,3,
541,Avalonian/Elf Female Legs,Legs01_AES_f,4,1,4,
542,Avalonian/Elf Female Boots,Boots01_AES_f,4,1,1,
543,Avalonian/Elf Female Boots,Boots02_AES_f,4,1,1,
544,Avalonian/Elf Female Boots,Boots03_AES_f,4,1,1,
545,Avalonian/Elf Female Boots,Boots04_AES_f,4,1,1,
546,Avalonian/Elf Female Boots,Boots05_AES_f,4,1,1,
547,Avalonian/Elf Female Boots,Boots06_AES_f,4,1,1,
548,Avalonian/Elf Female Arms,Arms01_AES_f,4,1,1,
549,Avalonian/Elf Female Gloves,Gloves01_AES_f,4,1,5,
550,Avalonian/Elf Female Gloves,Gloves02_AES_f,4,1,5,
551,Avalonian/Elf Female Gloves,Gloves03_AES_f,4,1,5,
552,Avalonian/Elf Female Gloves,Gloves04_AES_f,4,1,5,
553,Avalonian/Elf Female Gloves,Gloves05_AES_f,4,1,6,
554,Avalonian/Elf Female Gloves,Gloves06_AES_f,4,1,6,
555,Highlander/Norse Male Body,Body01_HN_m,4,1,2,
556,Highlander/Norse Male Body,Body02_HN_m,4,1,2,
557,Highlander/Norse Male Body,Body03_HN_m,4,1,2,
558,Highlander/Norse Male Body,Body04_HN_m,4,1,2,
559,Highlander/Norse Male Body,Body05_HN_m,4,1,3,
560,Highlander/Norse Male Body,Body06_HN_m,4,1,3,
561,Highlander/Norse Male Body,Body07_HN_m,4,1,3,
562,Highlander/Norse Male Body,Body08_HN_m,4,1,3,
563,Highlander/Norse Male Legs,Legs01_HN_m,4,1,4,
564,Highlander/Norse Male Boots,Boots01_HN_m,4,1,1,
565,Highlander/Norse Male Boots,Boots02_HN_m,4,1,1,
566,Highlander/Norse Male Boots,Boots03_HN_m,4,1,1,
567,Highlander/Norse Male Boots,Boots04_HN_m,4,1,1,
568,Highlander/Norse Male Boots,Boots05_HN_m,4,1,1,
569,Highlander/Norse Male Boots,Boots06_HN_m,4,1,1,
570,Highlander/Norse Male Arms,Arms01_HN_m,4,1,1,
571,Highlander/Norse Male Gloves,Gloves01_HN_m,4,1,5,
572,Highlander/Norse Male Gloves,Gloves02_HN_m,4,1,5,
573,Highlander/Norse Male Gloves,Gloves03_HN_m,4,1,5,
574,Highlander/Norse Male Gloves,Gloves04_HN_m,4,1,13,
575,Highlander/Norse Male Gloves,Gloves05_HN_m,4,1,9,
576,Highlander/Norse Male Gloves,Gloves06_HN_m,4,1,9,
577,Highlander/Norse Female Body,Body01_HN_f,4,1,2,
578,Highlander/Norse Female Body,Body02_HN_f,4,1,2,
579,Highlander/Norse Female Body,Body03_HN_f,4,1,2,
580,Highlander/Norse Female Body,Body04_HN_f,4,1,2,
581,Highlander/Norse Female Body,Body05_HN_f,4,1,3,
582,Highlander/Norse Female Body,Body06_HN_f,4,1,3,
583,Highlander/Norse Female Body,Body07_HN_f,4,1,3,
584,Highlander/Norse Female Body,Body08_HN_f,4,1,3,
585,Highlander/Norse Female Legs,Legs01_HN_f,4,1,4,
586,Highlander/Norse Female Boots,Boots01_HN_f,4,1,1,
587,Highlander/Norse Female Boots,Boots02_HN_f,4,1,1,
588,Highlander/Norse Female Boots,Boots03_HN_f,4,1,1,
589,Highlander/Norse Female Boots,Boots04_HN_f,4,1,1,
590,Highlander/Norse Female Boots,Boots05_HN_f,4,1,1,
591,Highlander/Norse Female Boots,Boots06_HN_f,4,1,1,
592,Highlander/Norse Female Arms,Arms01_HN_f,4,1,1,
593,Highlander/Norse Female Gloves,Gloves01_HN_f,4,1,5,
594,Highlander/Norse Female Gloves,Gloves02_HN_f,4,1,5,
595,Highlander/Norse Female Gloves,Gloves03_HN_f,4,1,5,
596,Highlander/Norse Female Gloves,Gloves04_HN_f,4,1,5,
597,Highlander/Norse Female Gloves,Gloves05_HN_f,4,1,6,
598,Highlander/Norse Female Gloves,Gloves06_HN_f,4,1,6,
599,Highlander/Norse Male Body,Body01_HN_m,4,1,2,
600,Highlander/Norse Male Body,Body02_HN_m,4,1,2,
601,Highlander/Norse Male Body,Body03_HN_m,4,1,2,
602,Highlander/Norse Male Body,Body04_HN_m,4,1,2,
603,Highlander/Norse Male Body,Body05_HN_m,4,1,3,
604,Highlander/Norse Male Body,Body06_HN_m,4,1,3,
605,Highlander/Norse Male Body,Body07_HN_m,4,1,3,
606,Highlander/Norse Male Body,Body08_HN_m,4,1,3,
607,Highlander/Norse Male Legs,Legs01_HN_m,4,1,4,
608,Highlander/Norse Male Boots,Boots01_HN_m,4,1,1,
609,Highlander/Norse Male Boots,Boots02_HN_m,4,1,1,
610,Highlander/Norse Male Boots,Boots03_HN_m,4,1,1,
611,Highlander/Norse Male Boots,Boots04_HN_m,4,1,1,
612,Highlander/Norse Male Boots,Boots05_HN_m,4,1,1,
613,Highlander/Norse Male Boots,Boots06_HN_m,4,1,1,
614,Highlander/Norse Male Arms,Arms01_HN_m,4,1,1,
615,Highlander/Norse Male Gloves,Gloves01_HN_m,4,1,5,
616,Highlander/Norse Male Gloves,Gloves02_HN_m,4,1,5,
617,Highlander/Norse Male Gloves,Gloves03_HN_m,4,1,5,
618,Highlander/Norse Male Gloves,Gloves04_HN_m,4,1,13,
619,Highlander/Norse Male Gloves,Gloves05_HN_m,4,1,9,
620,Highlander/Norse Male Gloves,Gloves06_HN_m,4,1,9,
621,Highlander/Norse Female Body,Body01_HN_f,4,1,2,
622,Highlander/Norse Female Body,Body02_HN_f,4,1,2,
623,Highlander/Norse Female Body,Body03_HN_f,4,1,2,
624,Highlander/Norse Female Body,Body04_HN_f,4,1,2,
625,Highlander/Norse Female Body,Body05_HN_f,4,1,3,
626,Highlander/Norse Female Body,Body06_HN_f,4,1,3,
627,Highlander/Norse Female Body,Body07_HN_f,4,1,3,
628,Highlander/Norse Female Body,Body08_HN_f,4,1,3,
629,Highlander/Norse Female Legs,Legs01_HN_f,4,1,4,
630,Highlander/Norse Female Boots,Boots01_HN_f,4,1,1,
631,Highlander/Norse Female Boots,Boots02_HN_f,4,1,1,
632,Highlander/Norse Female Boots,Boots03_HN_f,4,1,1,
633,Highlander/Norse Female Boots,Boots04_HN_f,4,1,1,
634,Highlander/Norse Female Boots,Boots05_HN_f,4,1,1,
635,Highlander/Norse Female Boots,Boots06_HN_f,4,1,1,
636,Highlander/Norse Female Arms,Arms01_HN_f,4,1,1,
637,Highlander/Norse Female Gloves,Gloves01_HN_f,4,1,5,
638,Highlander/Norse Female Gloves,Gloves02_HN_f,4,1,5,
639,Highlander/Norse Female Gloves,Gloves03_HN_f,4,1,5,
640,Highlander/Norse Female Gloves,Gloves04_HN_f,4,1,5,
641,Highlander/Norse Female Gloves,Gloves05_HN_f,4,1,6,
642,Highlander/Norse Female Gloves,Gloves06_HN_f,4,1,6,
643,Lurikeen Male Body,Body01_Lur_m,4,1,2,
644,Lurikeen Male Body,Body02_Lur_m,4,1,2,
645,Lurikeen Male Body,Body03_Lur_m,4,1,2,
646,Lurikeen Male Body,Body04_Lur_m,4,1,2,
647,Lurikeen Male Body,Body05_Lur_m,4,1,3,
648,Lurikeen Male Body,Body06_Lur_m,4,1,3,
649,Lurikeen Male Body,Body07_Lur_m,4,1,3,
650,Lurikeen Male Body,Body08_Lur_m,4,1,3,
651,Lurikeen Male Legs,Legs01_Lur_m,4,1,4,
652,Lurikeen Male Boots,Boots01_Lur_m,4,1,1,
653,Lurikeen Male Boots,Boots02_Lur_m,4,1,1,
654,Lurikeen Male Boots,Boots03_Lur_m,4,1,1,
655,Lurikeen Male Boots,Boots04_Lur_m,4,1,1,
656,Lurikeen Male Boots,Boots05_Lur_m,4,1,1,
657,Lurikeen Male Boots,Boots06_Lur_m,4,1,1,
658,Lurikeen Male Arms,Arms01_Lur_m,4,1,1,
659,Lurikeen Male Gloves,Gloves01_Lur_m,4,1,5,
660,Lurikeen Male Gloves,Gloves02_Lur_m,4,1,5,
661,Lurikeen Male Gloves,Gloves03_Lur_m,4,1,5,
662,Lurikeen Male Gloves,Gloves04_Lur_m,4,1,5,
663,Lurikeen Male Gloves,Gloves05_Lur_m,4,1,6,
664,Lurikeen Male Gloves,Gloves06_Lur_m,4,1,6,
665,Lurikeen Female Body,Body01_Lur_f,4,1,2,
666,Lurikeen Female Body,Body02_Lur_f,4,1,2,
667,Lurikeen Female Body,Body03_Lur_f,4,1,2,
668,Lurikeen Female Body,Body04_Lur_f,4,1,2,
669,Lurikeen Female Body,Body05_Lur_f,4,1,3,
670,Lurikeen Female Body,Body06_Lur_f,4,1,3,
671,Lurikeen Female Body,Body07_Lur_f,4,1,3,
672,Lurikeen Female Body,Body08_Lur_f,4,1,3,
673,Lurikeen Female Legs,Legs01_Lur_f,4,1,4,
674,Lurikeen Female Boots,Boots01_Lur_f,4,1,1,
675,Lurikeen Female Boots,Boots02_Lur_f,4,1,1,
676,Lurikeen Female Boots,Boots03_Lur_f,4,1,1,
677,Lurikeen Female Boots,Boots04_Lur_f,4,1,1,
678,Lurikeen Female Boots,Boots05_Lur_f,4,1,1,
679,Lurikeen Female Boots,Boots06_Lur_f,4,1,1,
680,Lurikeen Female Arms,Arms01_Lur_f,4,1,1,
681,Lurikeen Female Gloves,Gloves01_Lur_f,4,1,5,
682,Lurikeen Female Gloves,Gloves02_Lur_f,4,1,5,
683,Lurikeen Female Gloves,Gloves03_Lur_f,4,1,5,
684,Lurikeen Female Gloves,Gloves04_Lur_f,4,1,5,
685,Lurikeen Female Gloves,Gloves05_Lur_f,4,1,6,
686,Lurikeen Female Gloves,Gloves06_Lur_f,4,1,6,
687,Kobold Male Body,Body01_Kob_m,4,1,2,
688,Kobold Male Body,Body02_Kob_m,4,1,2,
689,Kobold Male Body,Body03_Kob_m,4,1,2,
690,Kobold Male Body,Body04_Kob_m,4,1,2,
691,Kobold Male Body,Body05_Kob_m,4,1,3,
692,Kobold Male Body,Body06_Kob_m,4,1,3,
693,Kobold Male Body,Body07_Kob_m,4,1,3,
694,Kobold Male Body,Body08_Kob_m,4,1,3,
695,Kobold Male Legs,Legs01_Kob_m,4,1,4,
696,Kobold Male Boots,Boots01_Kob_m,4,1,1,
697,Kobold Male Boots,Boots02_Kob_m,4,1,1,
698,Kobold Male Boots,Boots03_Kob_m,4,1,1,
699,Kobold Male Boots,Boots04_Kob_m,4,1,1,
700,Kobold Male Boots,Boots05_Kob_m,4,1,1,
701,Kobold Male Boots,Boots06_Kob_m,4,1,1,
702,Kobold Male Arms,Arms01_Kob_m,4,1,1,
703,Kobold Male Gloves,Gloves01_Kob_m,4,1,5,
704,Kobold Male Gloves,Gloves02_Kob_m,4,1,5,
705,Kobold Male Gloves,Gloves03_Kob_m,4,1,5,
706,Kobold Male Gloves,Gloves04_Kob_m,4,1,5,
707,Kobold Male Gloves,Gloves05_Kob_m,4,1,6,
708,Kobold Male Gloves,Gloves06_Kob_m,4,1,6,
709,Kobold Female Body,Body01_Kob_f,4,1,2,
710,Kobold Female Body,Body02_Kob_f,4,1,2,
711,Kobold Female Body,Body03_Kob_f,4,1,2,
712,Kobold Female Body,Body04_Kob_f,4,1,2,
713,Kobold Female Body,Body05_Kob_f,4,1,3,
714,Kobold Female Body,Body06_Kob_f,4,1,3,
715,Kobold Female Body,Body07_Kob_f,4,1,3,
716,Kobold Female Body,Body08_Kob_f,4,1,3,
717,Kobold Female Legs,Legs01_Kob_f,4,1,4,
718,Kobold Female Boots,Boots01_Kob_f,4,1,1,
719,Kobold Female Boots,Boots02_Kob_f,4,1,1,
720,Kobold Female Boots,Boots03_Kob_f,4,1,1,
721,Kobold Female Boots,Boots04_Kob_f,4,1,1,
722,Kobold Female Boots,Boots05_Kob_f,4,1,1,
723,Kobold Female Boots,Boots06_Kob_f,4,1,1,
724,Kobold Female Arms,Arms01_Kob_f,4,1,1,
725,Kobold Female Gloves,Gloves01_Kob_f,4,1,5,
726,Kobold Female Gloves,Gloves02_Kob_f,4,1,5,
727,Kobold Female Gloves,Gloves03_Kob_f,4,1,5,
728,Kobold Female Gloves,Gloves04_Kob_f,4,1,5,
729,Kobold Female Gloves,Gloves05_Kob_f,4,1,6,
730,Kobold Female Gloves,Gloves06_Kob_f,4,1,6,
731,Dwarf Male Body,Body01_Dwa_m,4,1,2,
732,Dwarf Male Body,Body02_Dwa_m,4,1,2,
733,Dwarf Male Body,Body03_Dwa_m,4,1,2,
734,Dwarf Male Body,Body04_Dwa_m,4,1,2,
735,Dwarf Male Body,Body05_Dwa_m,4,1,3,
736,Dwarf Male Body,Body06_Dwa_m,4,1,3,
737,Dwarf Male Body,Body07_Dwa_m,4,1,3,
738,Dwarf Male Body,Body08_Dwa_m,4,1,3,
739,Dwarf Male Legs,Legs01_Dwa_m,4,1,4,
740,Dwarf Male Boots,Boots01_Dwa_m,4,1,1,
741,Dwarf Male Boots,Boots02_Dwa_m,4,1,1,
742,Dwarf Male Boots,Boots03_Dwa_m,4,1,1,
743,Dwarf Male Boots,Boots04_Dwa_m,4,1,1,
744,Dwarf Male Boots,Boots05_Dwa_m,4,1,1,
745,Dwarf Male Boots,Boots06_Dwa_m,4,1,1,
746,Dwarf Male Arms,Arms01_Dwa_m,4,1,1,
747,Dwarf Male Gloves,Gloves01_Dwa_m,4,1,5,
748,Dwarf Male Gloves,Gloves02_Dwa_m,4,1,5,
749,Dwarf Male Gloves,Gloves03_Dwa_m,4,1,5,
750,Dwarf Male Gloves,Gloves04_Dwa_m,4,1,5,
751,Dwarf Male Gloves,Gloves05_Dwa_m,4,1,6,
752,Dwarf Male Gloves,Gloves06_Dwa_m,4,1,6,
753,Dwarf Female Body,Body01_Dwa_f,4,1,2,
754,Dwarf Female Body,Body02_Dwa_f,4,1,2,
755,Dwarf Female Body,Body03_Dwa_f,4,1,2,
756,Dwarf Female Body,Body04_Dwa_f,4,1,2,
757,Dwarf Female Body,Body05_Dwa_f,4,1,3,
758,Dwarf Female Body,Body06_Dwa_f,4,1,3,
759,Dwarf Female Body,Body07_Dwa_f,4,1,3,
760,Dwarf Female Body,Body08_Dwa_f,4,1,3,
761,Dwarf Female Legs,Legs01_Dwa_f,4,1,4,
762,Dwarf Female Boots,Boots01_Dwa_f,4,1,1,
763,Dwarf Female Boots,Boots02_Dwa_f,4,1,1,
764,Dwarf Female Boots,Boots03_Dwa_f,4,1,1,
765,Dwarf Female Boots,Boots04_Dwa_f,4,1,1,
766,Dwarf Female Boots,Boots05_Dwa_f,4,1,1,
767,Dwarf Female Boots,Boots06_Dwa_f,4,1,1,
768,Dwarf Female Arms,Arms01_Dwa_f,4,1,1,
769,Dwarf Female Gloves,Gloves01_Dwa_f,4,1,5,
770,Dwarf Female Gloves,Gloves02_Dwa_f,4,1,5,
771,Dwarf Female Gloves,Gloves03_Dwa_f,4,1,5,
772,Dwarf Female Gloves,Gloves04_Dwa_f,4,1,5,
773,Dwarf Female Gloves,Gloves05_Dwa_f,4,1,6,
774,Dwarf Female Gloves,Gloves06_Dwa_f,4,1,6,
775,Inconnu Male Body,Body01_Inc_m,4,1,2,
776,Inconnu Male Body,Body02_Inc_m,4,1,2,
777,Inconnu Male Body,Body03_Inc_m,4,1,2,
778,Inconnu Male Body,Body04_Inc_m,4,1,2,
779,Inconnu Male Body,Body05_Inc_m,4,1,3,
780,Inconnu Male Body,Body06_Inc_m,4,1,3,
781,Inconnu Male Body,Body07_Inc_m,4,1,3,
783,Inconnu Male Legs,Legs01_Inc_m,4,1,4,
784,Inconnu Male Boots,Boots01_Inc_m,4,1,1,
785,Inconnu Male Boots,Boots02_Inc_m,4,1,1,
786,Inconnu Male Boots,Boots03_Inc_m,4,1,1,
787,Inconnu Male Boots,Boots04_Inc_m,4,1,1,
788,Inconnu Male Boots,Boots05_Inc_m,4,1,1,
789,Inconnu Male Boots,Boots06_Inc_m,4,1,1,
790,Inconnu Male Arms,Arms01_Inc_m,4,1,1,
791,Inconnu Male Gloves,Gloves01_Inc_m,4,1,5,
792,Inconnu Male Gloves,Gloves02_Inc_m,4,1,5,
793,Inconnu Male Gloves,Gloves03_Inc_m,4,1,5,
794,Inconnu Male Gloves,Gloves04_Inc_m,4,1,5,
795,Inconnu Male Gloves,Gloves05_Inc_m,4,1,6,
796,Inconnu Male Gloves,Gloves06_Inc_m,4,1,6,
797,Inconnu Female Body,Body01_Inc_f,4,1,2,
798,Inconnu Female Body,Body02_Inc_f,4,1,2,
799,Inconnu Female Body,Body03_Inc_f,4,1,2,
800,Inconnu Female Body,Body04_Inc_f,4,1,2,
801,Inconnu Female Body,Body05_Inc_f,4,1,3,
802,Inconnu Female Body,Body06_Inc_f,4,1,3,
803,Inconnu Female Body,Body07_Inc_f,4,1,3,
805,Inconnu Female Legs,Legs01_Inc_f,4,1,4,
806,Inconnu Female Boots,Boots01_Inc_f,4,1,1,
807,Inconnu Female Boots,Boots02_Inc_f,4,1,1,
808,Inconnu Female Boots,Boots03_Inc_f,4,1,1,
809,Inconnu Female Boots,Boots04_Inc_f,4,1,1,
810,Inconnu Female Boots,Boots05_Inc_f,4,1,1,
811,Inconnu Female Boots,Boots06_Inc_f,4,1,1,
812,Inconnu Female Arms,Arms01_Inc_f,4,1,1,
813,Inconnu Female Gloves,Gloves01_Inc_f,4,1,5,
814,Inconnu Female Gloves,Gloves02_Inc_f,4,1,5,
815,Inconnu Female Gloves,Gloves03_Inc_f,4,1,5,
816,Inconnu Female Gloves,Gloves04_Inc_f,4,1,5,
817,Inconnu Female Gloves,Gloves05_Inc_f,4,1,6,
818,Inconnu Female Gloves,Gloves06_Inc_f,4,1,6,
819,Half Ogre Male Body,Body01_Hal_m,4,1,2,
820,Half Ogre Male Body,Body02_Hal_m,4,1,2,
821,Half Ogre Male Body,Body03_Hal_m,4,1,2,
822,Half Ogre Male Body,Body04_Hal_m,4,1,2,
823,Half Ogre Male Body,Body05_Hal_m,4,1,3,
824,Half Ogre Male Body,Body06_Hal_m,4,1,3,
825,Half Ogre Male Body,Body07_Hal_m,4,1,3,
827,Half Ogre Male Legs,Legs01_Hal_m,4,1,4,
828,Half Ogre Male Boots,Boots01_Hal_m,4,1,1,
829,Half Ogre Male Boots,Boots02_Hal_m,4,1,1,
830,Half Ogre Male Boots,Boots03_Hal_m,4,1,1,
831,Half Ogre Male Boots,Boots04_Hal_m,4,1,1,
832,Half Ogre Male Boots,Boots05_Hal_m,4,1,1,
833,Half Ogre Male Boots,Boots06_Hal_m,4,1,1,
834,Half Ogre Male Arms,Arms01_Hal_m,4,1,1,
835,Half Ogre Male Gloves,Gloves01_Hal_m,4,1,5,
836,Half Ogre Male Gloves,Gloves02_Hal_m,4,1,5,
837,Half Ogre Male Gloves,Gloves03_Hal_m,4,1,5,
838,Half Ogre Male Gloves,Gloves04_Hal_m,4,1,5,
839,Half Ogre Male Gloves,Gloves05_Hal_m,4,1,6,
840,Half Ogre Male Gloves,Gloves06_Hal_m,4,1,6,
841,Half Ogre Female Body,Body01_Hal_f,4,1,2,
842,Half Ogre Female Body,Body02_Hal_f,4,1,2,
843,Half Ogre Female Body,Body03_Hal_f,4,1,2,
844,Half Ogre Female Body,Body04_Hal_f,4,1,2,
845,Half Ogre Female Body,Body05_Hal_f,4,1,3,
846,Half Ogre Female Body,Body06_Hal_f,4,1,3,
847,Half Ogre Female Body,Body07_Hal_f,4,1,3,
848,Half Ogre Female Body,Body08_Hal_f,4,1,3,
849,Half Ogre Female Legs,Legs01_Hal_f,4,1,4,
850,Half Ogre Female Boots,Boots01_Hal_f,4,1,1,
851,Half Ogre Female Boots,Boots02_Hal_f,4,1,1,
852,Half Ogre Female Boots,Boots03_Hal_f,4,1,1,
853,Half Ogre Female Boots,Boots04_Hal_f,4,1,1,
854,Half Ogre Female Boots,Boots05_Hal_f,4,1,1,
855,Half Ogre Female Boots,Boots06_Hal_f,4,1,1,
856,Half Ogre Female Arms,Arms01_Hal_f,4,1,1,
857,Half Ogre Female Gloves,Gloves01_Hal_f,4,1,5,
858,Half Ogre Female Gloves,Gloves02_Hal_f,4,1,5,
859,Half Ogre Female Gloves,Gloves03_Hal_f,4,1,5,
860,Half Ogre Female Gloves,Gloves04_Hal_f,4,1,5,
861,Half Ogre Female Gloves,Gloves05_Hal_f,4,1,6,
862,Half Ogre Female Gloves,Gloves06_Hal_f,4,1,6,
863,Valkyn Male Body,Body01_Val_m,4,1,2,
864,Valkyn Male Body,Body02_Val_m,4,1,2,
865,Valkyn Male Body,Body03_Val_m,4,1,2,
866,Valkyn Male Body,Body04_Val_m,4,1,2,
867,Valkyn Male Body,Body05_Val_m,4,1,3,
868,Valkyn Male Body,Body06_Val_m,4,1,3,
869,Valkyn Male Body,Body07_Val_m,4,1,3,
870,Valkyn Male Body,Body08_Val_m,4,1,3,
